tarih,sehir,leg1,leg2,leg3,leg4,leg5,leg6,t6_div,t6_devir,t5_div,t5_devir,t4_div,t4_devir,t3_div,t3_devir
30/10/2023,BURSA,205983,205987,205993,205994,205995,205992,99231.95,,4980.46,,,,,
30/10/2023,BURSA,205994,205995,205992,205984,205996,205997,162323.24,,13379.98,,2702.46,,193.01,
30/10/2023,ELAZIG,205990,205982,205988,205986,205985,205989,60340.62,,3511.13,,1455.8,,318.63,
31/10/2023,ADANA,206012,206000,206015,206010,206016,206001,79811.38,,1791.87,,343.38,,184.17,
31/10/2023,ADANA,206016,206001,206014,206011,206002,206013,857.15,,265.77,,15.06,,9.94,
31/10/2023,KOCAELI,205999,206009,206004,206007,206003,206005,2065.51,,441.13,,,,,
31/10/2023,KOCAELI,206007,206003,206005,206008,205998,206006,11897.86,,1440.47,,348.86,,116.51,
01/11/2023,ELAZIG,206017,206021,206024,206026,206023,206022,7530.6,,2366.3,,675.66,,46.5,
01/11/2023,ISTANBUL,206030,206020,206032,206033,206031,206025,365.68,,244.93,,,,,
01/11/2023,ISTANBUL,206033,206031,206025,206029,206019,206034,3354.93,,572.4,,239.16,,111.44,
02/11/2023,ANKARA,206036,206047,206046,206042,206044,206045,168.19,,74.0,,,,,
02/11/2023,ANKARA,206042,206044,206045,206041,206035,206043,1681.93,,966.68,,415.76,,129.61,
02/11/2023,IZMIR,206038,206052,206040,206050,206049,206048,31275.89,,10444.35,,,,,
02/11/2023,IZMIR,206050,206049,206048,206039,206037,206051,666125.94,,28514.78,,5605.4,,866.45,
03/11/2023,BURSA,206067,206058,206070,206073,206057,206069,1893.68,,,,,,,
03/11/2023,BURSA,206057,206069,206063,206071,206068,206056,28145.75,,12599.31,,2349.32,,219.27,
03/11/2023,ISTANBUL,206054,206059,206065,206053,206064,206062,194.67,,38.17,,44.84,,56.64,
03/11/2023,ISTANBUL,206064,206062,206061,206066,206055,206060,24514.68,,4156.01,,855.74,,48.49,
04/11/2023,ANKARA,206081,206092,206080,206091,206090,206093,2787.77,,780.86,,,,,
04/11/2023,ANKARA,206091,206090,206093,206088,206089,206096,1705.03,,143.73,,20.04,,20.02,
04/11/2023,DIYARBAKIR,206100,206101,206098,206104,206103,206102,3665.52,,409.33,,220.0,,44.33,
04/11/2023,IZMIR,206084,206085,206087,206099,206082,206095,98838.38,,4166.25,,1440.1,,556.88,
04/11/2023,IZMIR,206082,206095,206094,206083,206086,206097,40365.24,,5031.36,,151.46,,66.82,
05/11/2023,ADANA,206117,206121,206123,206105,206115,206122,2051.43,,143.16,,,,,
05/11/2023,ADANA,206105,206115,206122,206119,206106,206120,6343.95,,1046.95,,390.28,,50.05,
05/11/2023,ISTANBUL,206107,206113,206118,206114,206112,206108,10598.13,,4290.35,,150.06,,42.34,
05/11/2023,ISTANBUL,206112,206108,206109,206111,206116,206110,1564.03,,525.23,,182.98,,84.72,
06/11/2023,BURSA,206125,206132,206133,206131,206124,206134,3196.33,,1990.2,,,,,
06/11/2023,BURSA,206131,206124,206134,206129,206130,206128,1609.52,,359.61,,65.94,,28.92,
06/11/2023,ELAZIG,206126,206139,206137,206140,206135,206138,342.33,,115.09,,98.7,,34.15,
07/11/2023,ADANA,206143,206154,206158,206144,206156,206153,2361.52,,577.66,,424.86,,97.04,
07/11/2023,ADANA,206156,206153,206155,206157,206159,206145,57475.43,,9818.46,,6334.86,,1579.79,
07/11/2023,KOCAELI,206141,206148,206146,206147,206149,206150,9547.15,,1309.1,,,,,
07/11/2023,KOCAELI,206147,206149,206150,206151,206142,206152,4389.84,,743.98,,123.92,,79.3,
08/11/2023,ELAZIG,206176,206173,206162,206171,206175,206172,2442.9,,563.38,,35.16,,24.05,
08/11/2023,ISTANBUL,206161,206168,206160,206165,206169,206167,471.41,,177.45,,,,,
08/11/2023,ISTANBUL,206165,206169,206167,206164,206166,206170,1298.97,,121.98,,38.34,,17.9,
09/11/2023,ANKARA,206178,206181,206183,206177,206189,206190,148.64,,38.61,,8.76,,3.77,
09/11/2023,ANKARA,206189,206190,206187,206182,206185,206184,1540.34,,970.82,,546.68,,83.13,
09/11/2023,IZMIR,206179,206193,206188,206192,206195,206186,72783.08,,2272.76,,,,,
09/11/2023,IZMIR,206192,206195,206186,206180,206191,206194,55548.36,,8007.96,,1056.78,,244.33,
10/11/2023,BURSA,206227,206225,206226,206223,206211,206222,913.68,,318.97,,,,,
10/11/2023,BURSA,206223,206211,206222,206218,206212,206224,15087.79,,1986.48,,304.18,,97.3,
10/11/2023,ISTANBUL,206219,206214,206210,206213,206217,206221,1643.97,,546.0,,357.14,,165.32,
10/11/2023,ISTANBUL,206217,206221,206215,206216,206220,206209,646.11,,138.3,,67.12,,36.33,
11/11/2023,ANKARA,206238,206230,206241,206242,206229,206239,162.18,,33.15,,,,,
11/11/2023,ANKARA,206242,206229,206239,206240,206244,206245,57.34,,18.9,,6.26,,7.34,
11/11/2023,DIYARBAKIR,206249,206247,206252,206248,206251,206246,29074.76,,11754.16,,2782.16,,513.46,
11/11/2023,IZMIR,206231,206243,206250,206232,206237,206228,79596.06,,18951.06,,11522.96,,725.33,
11/11/2023,IZMIR,206237,206228,206235,206236,206234,206233,35062.07,,696.65,,70.0,,25.09,
12/11/2023,ADANA,206256,206272,206266,206255,206269,206267,3166.05,,559.28,,240.68,,73.71,
12/11/2023,ADANA,206269,206267,206270,206268,206254,206271,47605.74,,7525.87,,571.28,,156.0,
12/11/2023,ISTANBUL,206264,206265,206257,206261,206262,206258,1451.65,,278.0,,,,,
12/11/2023,ISTANBUL,206261,206262,206258,206260,206259,206263,169.59,,102.38,,90.72,,25.9,
13/11/2023,BURSA,206283,206288,206281,206287,206273,206285,9616.64,,1254.81,,,,,
13/11/2023,BURSA,206287,206273,206285,206286,206274,206289,877.89,,280.21,,89.84,,22.52,
13/11/2023,SANLIURFA,206280,206275,206279,206282,206276,206278,873.21,,177.61,,206.8,,23.17,
14/11/2023,ADANA,206294,206292,206295,206293,206290,206296,16923.25,,3033.06,,1219.84,,340.47,
14/11/2023,ANTALYA,206298,206301,206302,206299,206300,206297,2622.33,,636.63,,35.32,,13.35,
15/11/2023,ISTANBUL,206308,206316,206314,206320,206306,206317,251.03,,44.46,,,,,
15/11/2023,ISTANBUL,206320,206306,206317,206312,206319,206307,496.12,,135.37,,25.54,,15.43,
15/11/2023,SANLIURFA,206310,206315,206318,206305,206313,206311,22586.87,,3513.51,,912.7,,183.85,
16/11/2023,IZMIR,206335,206325,206336,206337,206334,206323,881.27,,218.53,,38.96,,10.53,
16/11/2023,KOCAELI,206322,206326,206321,206332,206330,206329,639.17,,250.58,,,,,
16/11/2023,KOCAELI,206332,206330,206329,206331,206328,206327,48344.41,,9345.92,,946.84,,401.57,
17/11/2023,ANTALYA,206348,206340,206350,206344,206347,206352,6155.2,,1077.92,,749.84,,305.46,
17/11/2023,IZMIR,206351,206343,206349,206342,206338,206346,941.92,,229.8,,55.34,,12.31,
18/11/2023,ADANA,206355,206373,206369,206375,206371,206370,2464.05,,1713.93,,,,,
18/11/2023,ADANA,206375,206371,206370,206374,206356,206372,1605.76,,285.33,,12.4,,5.78,
18/11/2023,DIYARBAKIR,206366,206368,206364,206367,206359,206362,1427.72,,457.9,,259.12,,70.91,
18/11/2023,ISTANBUL,206365,206361,206353,206360,206357,206358,1076.75,,214.08,,22.92,,14.17,
19/11/2023,ADANA,206377,206389,206388,206384,206376,206386,1668.06,,275.75,,177.8,,34.61,
19/11/2023,IZMIR,206385,206382,206390,206379,206383,206387,1615.04,,243.02,,,,,
19/11/2023,IZMIR,206379,206383,206387,206380,206381,206378,4981.25,,231.16,,116.68,,28.66,
20/11/2023,BURSA,206401,206394,206402,206408,206407,206395,90818.14,,6287.06,,1185.14,,506.83,
20/11/2023,BURSA,206407,206395,206405,206400,206396,206409,202526.99,,15481.77,,653.08,,134.38,
20/11/2023,SANLIURFA,206406,206392,206398,206403,206393,206399,1315596.58,,61196.7,,1505.32,,138.15,
21/11/2023,ADANA,206425,206410,206421,206424,206423,206411,1718.45,,680.7,,151.16,,33.83,
21/11/2023,ANTALYA,206412,206414,206419,206415,206413,206416,248.75,,95.87,,45.3,,11.4,
22/11/2023,ISTANBUL,206430,206435,206431,206433,206434,206429,766.17,,176.23,,,,,
22/11/2023,ISTANBUL,206433,206434,206429,206432,206436,206428,175.65,,57.4,,9.8,,8.54,
22/11/2023,SANLIURFA,206437,206426,206441,206438,206439,206440,1020.05,,373.75,,201.52,,50.57,
23/11/2023,IZMIR,206449,206446,206453,206458,206459,206445,244.18,,55.46,,10.08,,4.71,
23/11/2023,KOCAELI,206443,206455,206450,206452,206448,206454,6106.58,,1064.93,,,,,
23/11/2023,KOCAELI,206452,206448,206454,206447,206444,206451,5148.11,,306.4,,90.4,,25.09,
24/11/2023,ANTALYA,206464,206469,206467,206471,206472,206468,170.84,,33.48,,11.1,,3.18,
24/11/2023,IZMIR,206462,206460,206465,206461,206463,206466,23910.93,,2540.0,,1516.48,,243.45,
25/11/2023,ADANA,206492,206476,206489,206495,206491,206493,1233.4,,1013.66,,,,,
25/11/2023,ADANA,206495,206491,206493,206490,206475,206494,18213.55,,3080.71,,608.22,,262.76,
25/11/2023,DIYARBAKIR,206481,206482,206480,206479,206477,206478,9764.33,,661.69,,466.74,,56.06,
25/11/2023,ISTANBUL,206474,206486,206487,206484,206473,206488,12374.07,,1899.23,,590.16,,297.31,
26/11/2023,ADANA,206498,206506,206504,206503,206496,206508,3089.68,,448.23,,351.24,,134.87,
26/11/2023,IZMIR,206500,206511,206502,206499,206509,206501,614.91,,192.75,,,,,
26/11/2023,IZMIR,206499,206509,206501,206512,206510,206505,444.93,,144.88,,45.8,,20.63,
27/11/2023,BURSA,206514,206529,206530,206515,206531,206521,566.47,,309.27,,138.86,,34.58,
27/11/2023,BURSA,206531,206521,206528,206527,206513,206526,667.43,,130.82,,51.7,,14.26,
27/11/2023,SANLIURFA,206517,206523,206519,206520,206516,206522,120618.55,,30356.26,,,,,
27/11/2023,SANLIURFA,206520,206516,206522,206525,206518,206524,3793.28,,428.92,,211.24,,56.12,
28/11/2023,ADANA,206533,206546,206544,206542,206532,206545,122.32,,64.91,,33.24,,14.1,
28/11/2023,ANTALYA,206539,206538,206535,206537,206541,206534,1536.49,,382.83,,156.86,,20.93,
29/11/2023,ISTANBUL,206556,206550,206553,206555,206551,206549,8759.53,,724.31,,197.8,,63.66,
29/11/2023,SANLIURFA,206547,206560,206559,206561,206548,206557,2246.63,,2009.19,,495.58,,154.21,
30/11/2023,IZMIR,206566,206570,206565,206576,206574,206579,754.25,,393.01,,,,,
30/11/2023,IZMIR,206576,206574,206579,206568,206578,206581,2521.76,,587.82,,186.62,,151.93,
30/11/2023,KOCAELI,206573,206575,206569,206580,206563,206572,575.07,,152.06,,,,,
30/11/2023,KOCAELI,206580,206563,206572,206567,206577,206564,7259.41,,1036.72,,645.62,,228.41,
01/12/2023,ANTALYA,206596,206582,206589,206595,206597,206592,861.57,,309.91,,,,,
01/12/2023,ANTALYA,206595,206597,206592,206583,206594,206591,6279.96,,863.35,,359.28,,82.29,
01/12/2023,IZMIR,206590,206593,206585,206588,206584,206586,1833.97,,247.1,,126.64,,94.08,
02/12/2023,ADANA,206608,206612,206613,206601,206616,206609,1060.05,,600.53,,,,,
02/12/2023,ADANA,206601,206616,206609,206611,206600,206610,2767.45,,710.77,,125.88,,30.94,
02/12/2023,DIYARBAKIR,206619,206618,206614,206617,206615,206620,6939.74,,1006.92,,212.02,,87.68,
02/12/2023,ISTANBUL,206607,206604,206605,206606,206598,206603,8292.52,,1249.76,,465.22,,194.9,
03/12/2023,ADANA,206632,206623,206631,206633,206627,206624,12120.91,,3012.53,,906.58,,328.73,
03/12/2023,IZMIR,206636,206621,206629,206626,206637,206634,32590.33,,5183.35,,,,,
03/12/2023,IZMIR,206626,206637,206634,206625,206622,206635,4608.01,,1146.1,,76.18,,31.49,
04/12/2023,BURSA,206652,206642,206653,206647,206641,206649,563.06,,308.96,,113.04,,18.59,
04/12/2023,BURSA,206641,206649,206654,206650,206640,206655,4344.47,,1591.75,,594.78,,47.93,
04/12/2023,SANLIURFA,206651,206645,206643,206639,206648,206646,39718.28,,5057.94,,1355.1,,117.03,
05/12/2023,ADANA,206665,206668,206662,206663,206667,206670,27229.11,,2301.78,,172.12,,73.38,
05/12/2023,ANTALYA,206661,206657,206658,206666,206669,206659,278.38,,217.73,,,,,
05/12/2023,ANTALYA,206666,206669,206659,206660,206656,206664,707.41,,165.62,,65.48,,20.67,
06/12/2023,ISTANBUL,206682,206674,206684,206678,206673,206686,7825.19,,1172.96,,323.72,,225.16,
06/12/2023,SANLIURFA,206685,206677,206681,206671,206680,206679,18386.62,,1125.42,,360.38,,109.91,
07/12/2023,IZMIR,206691,206694,206697,206693,206692,206690,167.43,,39.95,,13.46,,5.33,
07/12/2023,KOCAELI,206689,206696,206701,206695,206699,206687,276.05,,65.88,,16.38,,17.84,
07/12/2023,KOCAELI,206699,206687,206698,206702,206688,206700,36921.21,,6047.75,,1035.7,,149.85,
08/12/2023,ANTALYA,206703,206715,206704,206709,206708,206706,10631.37,,691.51,,,,,
08/12/2023,ANTALYA,206709,206708,206706,206710,206712,206713,2247.28,,712.12,,35.36,,27.85,
08/12/2023,IZMIR,206707,206717,206714,206716,206711,206705,3024.52,,386.22,,36.4,,6.43,
09/12/2023,ADANA,206739,206732,206733,206719,206730,206738,139.32,,46.57,,,,,
09/12/2023,ADANA,206719,206730,206738,206735,206737,206718,2067.08,,469.78,,150.74,,84.3,
09/12/2023,DIYARBAKIR,206726,206723,206720,206721,206725,206724,291.66,,198.54,,79.4,,21.8,
09/12/2023,ISTANBUL,206728,206729,206727,206736,206722,206731,2058.92,,96.03,,36.92,,38.64,
10/12/2023,ADANA,206753,206755,206752,206756,206740,206750,10028.52,,3040.67,,713.62,,329.77,
10/12/2023,IZMIR,206743,206747,206751,206754,206744,206749,228060.62,,148152.85,,,,,
10/12/2023,IZMIR,206754,206744,206749,206742,206746,206745,27606.7,,5616.46,,1061.4,,46.08,
11/12/2023,BURSA,206768,206767,206769,206773,206760,206771,2713.58,,1110.63,,,,,
11/12/2023,BURSA,206773,206760,206771,206770,206772,206759,2539.67,,876.3,,451.44,,96.26,
11/12/2023,SANLIURFA,206762,206758,206766,206761,206757,206765,25079.29,,22064.01,,3614.8,,755.69,
12/12/2023,ADANA,206779,206774,206784,206782,206775,206783,230.96,,105.47,,84.98,,26.48,
12/12/2023,ANTALYA,206786,206777,206781,206787,206788,206776,9809.01,,718.81,,207.06,,7.41,
13/12/2023,ISTANBUL,206792,206798,206791,206796,206800,206794,3235.02,,440.87,,,,,
13/12/2023,ISTANBUL,206796,206800,206794,206799,206793,206806,1398.3,,445.27,,48.38,,38.12,
13/12/2023,SANLIURFA,206790,206797,206802,206804,206789,206801,643848.44,,32493.56,,2419.66,,309.49,
14/12/2023,IZMIR,206809,206820,206815,206817,206810,206821,1757.66,,364.43,,431.44,,161.78,
14/12/2023,KOCAELI,206812,206808,206816,206819,206813,206811,5004.68,,1111.98,,,,,
14/12/2023,KOCAELI,206819,206813,206811,206818,206807,206814,9033.69,,1350.2,,508.46,,173.22,
15/12/2023,ANTALYA,206830,206834,206833,206835,206827,206836,8663.6,,1533.72,,270.8,,82.45,
15/12/2023,IZMIR,206826,206824,206825,206828,206823,206829,56.35,,18.2,,14.64,,4.12,
16/12/2023,ADANA,206858,206840,206856,206859,206853,206857,3541.02,,818.25,,,,,
16/12/2023,ADANA,206859,206853,206857,206854,206855,206839,473.23,,145.9,,38.62,,6.27,
16/12/2023,ISTANBUL,206837,206844,206843,206842,206838,206852,1342.22,,410.33,,57.54,,21.93,
17/12/2023,ADANA,206872,206874,206873,206860,206871,206877,79111.66,,19660.08,,13658.42,,1407.51,
17/12/2023,IZMIR,206862,206864,206867,206870,206865,206866,49979.29,,5885.21,,,,,
17/12/2023,IZMIR,206870,206865,206866,206863,206868,206875,3196.93,,724.06,,179.46,,25.96,
18/12/2023,BURSA,206891,206887,206883,206892,206881,206894,656.2,,226.56,,,,,
18/12/2023,BURSA,206892,206881,206894,206890,206880,206893,1685.27,,369.25,,221.04,,10.53,
18/12/2023,SANLIURFA,206886,206879,206882,206889,206884,206878,51546.63,,5239.77,,1478.96,,218.92,
19/12/2023,ADANA,206909,206903,206906,206907,206904,206905,18090.73,,3752.77,,342.32,,99.35,
19/12/2023,ANTALYA,206898,206896,206897,206899,206900,206902,1880.44,,554.38,,,,,
19/12/2023,ANTALYA,206899,206900,206902,206895,206901,206908,82447.98,,3860.03,,768.08,,377.91,
19/12/2023,DIYARBAKIR,206846,206850,206849,206848,206851,206845,2527.88,,309.43,,203.16,,48.75,
20/12/2023,ISTANBUL,206923,206925,206919,206924,206912,206922,4476.37,,1456.23,,271.54,,82.19,
20/12/2023,SANLIURFA,206915,206918,206920,206910,206916,206914,9050.92,,1319.99,,551.46,,49.69,
21/12/2023,IZMIR,206943,206928,206941,206933,206929,206940,4326.26,,840.13,,654.74,,322.46,
21/12/2023,KOCAELI,206931,206927,206939,206932,206930,206935,7207.88,,1543.62,,,,,
21/12/2023,KOCAELI,206932,206930,206935,206937,206934,206926,157496.23,,2481.32,,508.92,,182.26,
22/12/2023,ANTALYA,206944,206953,206948,206946,206951,206947,417.18,,119.97,,62.82,,32.46,
22/12/2023,IZMIR,206954,206950,206956,206955,206957,206952,25503.4,,1604.91,,431.88,,132.11,
23/12/2023,ADANA,206961,206974,206962,206981,206979,206970,1672.4,,1032.62,,,,,
23/12/2023,ADANA,206981,206979,206970,206971,206972,206977,3060.34,,366.26,,106.34,,31.03,
23/12/2023,DIYARBAKIR,206968,206963,206964,206966,206965,206967,11764.04,,909.41,,141.44,,31.88,
23/12/2023,ISTANBUL,206959,206969,206978,206960,206976,206975,2394.67,,631.98,,,,,
23/12/2023,ISTANBUL,206960,206976,206975,206980,206958,206973,178.1,,60.87,,28.66,,14.91,
24/12/2023,ADANA,206982,206991,206986,206993,206989,206983,770.51,,316.12,,86.5,,28.66,
24/12/2023,IZMIR,206990,206995,206997,206996,206985,206987,1831.54,,1013.61,,,,,
24/12/2023,IZMIR,206996,206985,206987,206992,206994,206984,5929.88,,1493.4,,185.7,,85.08,
25/12/2023,BURSA,206998,207004,207013,207014,207012,207003,5503.57,,3065.22,,,,,
25/12/2023,BURSA,207014,207012,207003,206999,207002,207009,3361.41,,527.58,,168.56,,42.7,
25/12/2023,SANLIURFA,207006,207000,207007,207011,207001,207008,1612.98,,656.03,,206.18,,87.88,
26/12/2023,ADANA,207017,207028,207026,207024,207018,207029,119408.34,,24926.07,,6161.18,,633.13,
26/12/2023,ANTALYA,207020,207021,207023,207019,207016,207022,820.82,,126.91,,30.0,,14.75,
27/12/2023,ISTANBUL,207034,207037,207038,207035,207040,207044,1437.67,,326.5,,92.68,,22.58,
27/12/2023,SANLIURFA,207032,207042,207036,207046,207045,207043,1461.83,,160.35,,54.26,,24.18,
28/12/2023,IZMIR,207059,207050,207056,207053,207061,207049,6342.14,,1449.75,,559.3,,72.44,
28/12/2023,KOCAELI,207058,207047,207052,207055,207048,207057,14832.18,,1075.03,,,,,
28/12/2023,KOCAELI,207055,207048,207057,207054,207051,207060,3526.56,,675.13,,152.48,,38.18,
29/12/2023,ANTALYA,207064,207075,207076,207063,207068,207073,52663.24,,2458.96,,1373.64,,607.65,
29/12/2023,ANTALYA,207068,207073,207071,207077,207062,207070,26972.64,,3304.96,,892.84,,318.46,
29/12/2023,IZMIR,207069,207065,207066,207067,207072,207074,3484.17,,993.61,,404.86,,109.65,
30/12/2023,ADANA,207100,207081,207095,207098,207096,207101,1677.45,,270.58,,,,,
30/12/2023,ADANA,207098,207096,207101,207097,207080,207099,1820.58,,1067.83,,141.56,,30.29,
30/12/2023,ISTANBUL,207094,207090,207085,207083,207078,207092,1083.63,,303.67,,88.26,,69.32,
31/12/2023,ADANA,207106,207109,207108,207110,207111,207102,83441.44,,5688.06,,1920.5,,211.41,
31/12/2023,DIYARBAKIR,207084,207087,207093,207089,207082,207086,366037.33,,28249.84,,3441.74,,887.54,
31/12/2023,IZMIR,207118,207104,207112,207115,207117,207113,4760.65,,1072.31,,,,,
31/12/2023,IZMIR,207115,207117,207113,207116,207105,207114,28858.1,,909.22,,229.44,,275.89,
01/01/2024,BURSA,207122,207120,207121,207126,207125,207124,204.92,,131.87,,,,,
01/01/2024,BURSA,207126,207125,207124,207119,207123,207127,4101.94,,883.25,,392.17,,233.35,
02/01/2024,ADANA,207140,207139,207137,207136,207134,207141,1073.95,,731.27,,255.71,,100.35,
02/01/2024,ANTALYA,207132,207129,207135,207130,207128,207138,3044.09,,734.72,,48.03,,16.7,
03/01/2024,ISTANBUL,207147,207146,207143,207145,207148,207142,931.34,,160.6,,32.43,,9.75,
04/01/2024,IZMIR,207164,207152,207162,207166,207163,207151,217.18,,59.25,,11.62,,7.5,
04/01/2024,KOCAELI,207154,207159,207157,207153,207149,207158,207.78,,95.42,,,,,
04/01/2024,KOCAELI,207153,207149,207158,207155,207150,207156,1043.4,,351.32,,101.36,,35.8,
05/01/2024,ANTALYA,207167,207170,207168,207177,207173,207179,280.72,,155.9,,,,,
05/01/2024,ANTALYA,207177,207173,207179,207172,207175,207181,23457.46,,7341.65,,1114.01,,354.9,
05/01/2024,IZMIR,207178,207180,207176,207174,207171,207169,24353.68,,2717.05,,202.65,,112.65,
06/01/2024,ADANA,207198,207192,207189,207183,207193,207190,929.3,,153.25,,,,,
06/01/2024,ADANA,207183,207193,207190,207195,207188,207182,449.66,,55.07,,14.43,,12.6,
06/01/2024,ISTANBUL,207197,207191,207184,207186,207196,207187,26686.86,,3477.82,,561.18,,357.1,
07/01/2024,ADANA,207210,207205,207207,207213,207214,207212,14435.02,,1996.9,,945.97,,69.95,
07/01/2024,IZMIR,207201,207211,207209,207206,207204,207202,2196.94,,350.85,,184.08,,59.75,
08/01/2024,BURSA,207229,207219,207221,207231,207216,207227,12601.04,,1456.67,,,,,
08/01/2024,BURSA,207231,207216,207227,207224,207215,207232,12399.26,,1509.37,,429.93,,63.45,
08/01/2024,SANLIURFA,207230,207217,207223,207228,207218,207226,13114.8,,3868.27,,2340.56,,207.55,
09/01/2024,ADANA,207241,207235,207244,207246,207239,207236,93603.34,,26056.65,,5842.91,,1256.4,
09/01/2024,ANTALYA,207234,207238,207245,207243,207240,207248,31850.96,,1554.4,,,,,
09/01/2024,ANTALYA,207243,207240,207248,207233,207242,207247,19600.9,,1496.45,,381.71,,117.4,
10/01/2024,ISTANBUL,207252,207261,207257,207253,207265,207258,9591.06,,790.05,,,,,
10/01/2024,ISTANBUL,207253,207265,207258,207256,207263,207251,766.6,,153.02,,103.05,,35.8,
10/01/2024,SANLIURFA,207255,207249,207264,207262,207254,207260,3243555.9,,170425.62,,5975.13,,931.85,
11/01/2024,IZMIR,207280,207269,207281,207278,207274,207279,1361.86,,489.57,,246.52,,76.0,
11/01/2024,KOCAELI,207276,207267,207271,207277,207268,207270,3011.8,,110.47,,,,,
11/01/2024,KOCAELI,207277,207268,207270,207273,207275,207272,628.08,,132.07,,55.72,,26.1,
12/01/2024,ANTALYA,207294,207295,207290,207287,207288,207292,328740.06,,168738.7,,17691.37,,1477.3,
12/01/2024,IZMIR,207293,207283,207284,207291,207289,207282,120188.0,,33551.22,,736.12,,468.7,
13/01/2024,ADANA,207307,207308,207309,207310,207298,207311,23656.84,,1639.35,,,,,
13/01/2024,ADANA,207310,207298,207311,207306,207312,207299,16523.36,,2066.5,,397.83,,101.7,
13/01/2024,ISTANBUL,207296,207302,207301,207300,207305,207303,5935.24,,1354.92,,248.28,,141.95,
14/01/2024,ADANA,207323,207322,207319,207318,207313,207321,19954.72,,3101.02,,434.47,,50.4,
14/01/2024,IZMIR,207324,207316,207327,207328,207326,207320,588.94,,216.0,,,,,
14/01/2024,IZMIR,207328,207326,207320,207325,207329,207315,373.6,,92.75,,14.85,,14.9,
15/01/2024,BURSA,207330,207346,207338,207344,207347,207340,163693.66,,4041.95,,,,,
15/01/2024,BURSA,207344,207347,207340,207343,207331,207345,335.82,,71.25,,33.33,,25.05,
15/01/2024,SANLIURFA,207333,207336,207335,207334,207342,207339,522621.64,,424506.4,,,,,
15/01/2024,SANLIURFA,207334,207342,207339,207341,207332,207337,2229362.25,,332691.92,,13849.16,,2767.15,
16/01/2024,ADANA,207363,207348,207359,207362,207360,207349,1741.32,,401.77,,175.68,,33.55,
16/01/2024,ANTALYA,207351,207356,207353,207358,207350,207354,790.1,,381.82,,,,,
16/01/2024,ANTALYA,207358,207350,207354,207357,207352,207355,678.64,,118.5,,36.75,,22.15,
17/01/2024,ISTANBUL,207376,207377,207367,207375,207366,207378,83281.52,,5541.95,,787.05,,238.3,
17/01/2024,SANLIURFA,207372,207368,207364,207371,207370,207369,3145.51,,914.27,,340.35,,20.8,
18/01/2024,IZMIR,207391,207381,207383,207392,207393,207384,901.06,,134.55,,149.17,,70.85,
18/01/2024,KOCAELI,207380,207385,207388,207386,207390,207389,341.04,,125.55,,,,,
18/01/2024,KOCAELI,207386,207390,207389,207387,207379,207382,1479.84,,306.72,,66.9,,25.25,
19/01/2024,ANTALYA,207428,207407,207421,207424,207429,207408,2833.2,,730.0,,,,,
19/01/2024,ANTALYA,207424,207429,207408,207427,207406,207425,62924.76,,24629.77,,3870.33,,532.8,
19/01/2024,IZMIR,207422,207418,207419,207423,207426,207420,231.24,,62.45,,25.53,,15.85,
20/01/2024,ADANA,207439,207454,207440,207452,207455,207453,3256.64,,735.35,,,,,
20/01/2024,ADANA,207452,207455,207453,207450,207448,207456,44023.06,,7846.17,,2250.07,,675.75,
20/01/2024,ISTANBUL,207443,207441,207446,207451,207447,207449,108.62,,54.22,,,,,
20/01/2024,ISTANBUL,207451,207447,207449,207445,207442,207444,922.52,,398.92,,111.22,,36.45,
21/01/2024,ADANA,207469,207472,207468,207470,207473,207460,8633.52,,1660.97,,178.83,,36.7,
21/01/2024,IZMIR,207476,207474,207478,207475,207461,207477,7122.14,,6205.5,,,,,
21/01/2024,IZMIR,207475,207461,207477,207471,207479,207462,89470.8,,11717.02,,645.26,,306.7,
22/01/2024,BURSA,207489,207492,207487,207498,207483,207496,12407.55,,1853.55,,,,,
22/01/2024,BURSA,207498,207483,207496,207497,207484,207495,14027.28,,920.75,,186.6,,56.1,
22/01/2024,SANLIURFA,207490,207481,207486,207482,207491,207488,14888.52,,1917.62,,,,,
22/01/2024,SANLIURFA,207482,207491,207488,207485,207494,207493,280533.15,,35741.77,,8640.03,,762.35,
23/01/2024,ADANA,207510,207507,207509,207506,207508,207512,5506.9,,763.77,,164.88,,61.15,
23/01/2024,ANTALYA,207511,207503,207504,207505,207500,207502,150.18,,32.15,,22.8,,15.4,
24/01/2024,ISTANBUL,207526,207518,207520,207516,207525,207523,1119.58,,420.27,,187.42,,68.65,
24/01/2024,SANLIURFA,207515,207524,207517,207521,207513,207519,50040.03,,11057.72,,2338.05,,683.15,
25/01/2024,IZMIR,207537,207530,207540,207542,207541,207529,4790.5,,1176.85,,424.68,,60.5,
25/01/2024,KOCAELI,207531,207536,207534,207527,207535,207532,839.54,,719.22,,,,,
25/01/2024,KOCAELI,207527,207535,207532,207533,207528,207538,65690.04,,19864.57,,3051.48,,768.35,
26/01/2024,ANTALYA,207562,207548,207563,207566,207547,207567,635.46,,360.7,,92.88,,104.05,
26/01/2024,IZMIR,207558,207556,207557,207560,207561,207559,55059.48,,7491.95,,294.63,,109.95,
27/01/2024,ADANA,207580,207581,207583,207582,207569,207578,3391.82,,1146.22,,,,,
27/01/2024,ADANA,207582,207569,207578,207579,207584,207568,3604.95,,547.3,,34.31,,25.65,
