tarih,sehir,urun,seq,tip,race_kodlar,kombo,tl,beraberlik
2021-01-28,SANLIURFA,3,2,odendi,182580/182568/182579,"3/13/7,11",94.93,1
2021-01-29,IZMIR,6,1,odendi,182589/182586/182583/182590/182584/182582,1/5/8/2/6/3,275.87,0
2021-01-29,IZMIR,5,1,odendi,182586/182583/182590/182584/182582,5/8/2/6/3,62.05,0
2021-01-29,IZMIR,4,1,odendi,182583/182590/182584/182582,8/2/6/3,23.39,0
2021-01-29,IZMIR,3,1,odendi,182590/182584/182582,2/6/3,6.36,0
2021-01-29,KOCAELI,6,1,odendi,182587/182594/182588/182585/182591/182595,"9/3/3/6/2/8,16",154.69,1
2021-01-29,KOCAELI,5,1,odendi,182594/182588/182585/182591/182595,"3/3/6/2/8,16",61.93,1
2021-01-29,KOCAELI,4,1,odendi,182588/182585/182591/182595,"3/6/2/8,16",39.39,1
2021-01-29,KOCAELI,3,1,odendi,182585/182591/182595,"6/2/8,16",14.8,1
2021-01-30,ADANA,3,1,odendi,182612/182610/182596,"3,5/1/1",15.22,1
2021-01-30,ADANA,6,1,odendi,182615/182597/182612/182610/182596/182605,"5/4/3,5/1/1/4",6552.5,1
2021-01-30,ADANA,5,1,odendi,182597/182612/182610/182596/182605,"4/3,5/1/1/4",395.48,1
2021-01-30,ADANA,6,2,odendi,182610/182596/182605/182608/182613/182611,1/1/4/6/1/10,553.63,0
2021-01-30,ADANA,5,2,odendi,182596/182605/182608/182613/182611,1/4/6/1/10,50.62,0
2021-01-30,ADANA,4,1,odendi,182605/182608/182613/182611,4/6/1/10,24.21,0
2021-01-30,ADANA,3,2,odendi,182608/182613/182611,6/1/10,17.22,0
2021-01-30,ISTANBUL,3,1,odendi,182617/182603/182619,8/9/3,37.5,0
2021-01-30,ISTANBUL,6,1,odendi,182603/182619/182618/182604/182616/182607,9/3/12/7/5/6,4442.84,0
2021-01-30,ISTANBUL,5,1,odendi,182619/182618/182604/182616/182607,3/12/7/5/6,324.11,0
2021-01-30,ISTANBUL,4,1,odendi,182618/182604/182616/182607,12/7/5/6,201.54,0
2021-01-30,ISTANBUL,3,2,odendi,182604/182616/182607,7/5/6,83.12,0
2021-01-31,ADANA,3,1,odendi,182621/182627/182601,2/7/3,3.0,0
2021-01-31,ADANA,6,1,odendi,182627/182601/182626/182622/182600/182625,7/3/1/6/7/5,3368.37,0
2021-01-31,ADANA,5,1,odendi,182601/182626/182622/182600/182625,3/1/6/7/5,487.1,0
2021-01-31,ADANA,4,1,odendi,182626/182622/182600/182625,1/6/7/5,339.3,0
2021-01-31,ADANA,3,2,odendi,182622/182600/182625,6/7/5,99.4,0
2021-01-31,IZMIR,3,1,odendi,182609/182624/182620,"3,4/5/5",78.75,1
2021-01-31,IZMIR,6,1,odendi,182599/182606/182609/182624/182620/182623,"2/1/3,4/5/5/3",703.42,1
2021-01-31,IZMIR,5,1,odendi,182606/182609/182624/182620/182623,"1/3,4/5/5/3",328.99,1
2021-01-31,IZMIR,6,2,odendi,182624/182620/182623/182602/182598/182614,"5/5/3/5/8/2,8,12",5285.71,1
2021-01-31,IZMIR,5,2,odendi,182620/182623/182602/182598/182614,"5/3/5/8/2,8,12",516.16,1
2021-01-31,IZMIR,4,1,odendi,182623/182602/182598/182614,"3/5/8/2,8,12",51.85,1
2021-01-31,IZMIR,3,2,odendi,182602/182598/182614,"5/8/2,8,12",21.73,1
2021-02-01,BURSA,3,1,odendi,182655/182661/182663,2/4/12,37.73,0
2021-02-01,BURSA,6,1,odendi,182661/182663/182649/182654/182650/182659,4/12/2/4/3/3,453.44,0
2021-02-01,BURSA,5,1,odendi,182663/182649/182654/182650/182659,12/2/4/3/3,137.82,0
2021-02-01,BURSA,4,1,odendi,182649/182654/182650/182659,2/4/3/3,28.02,0
2021-02-01,BURSA,3,2,odendi,182654/182650/182659,4/3/3,7.61,0
2021-02-01,SANLIURFA,4,1,odendi,182652/182660/182653/182662,9/4/7/9,1973.46,0
2021-02-01,SANLIURFA,3,1,odendi,182660/182653/182662,4/7/9,181.43,0
2021-02-01,SANLIURFA,6,1,odendi,182653/182662/182651/182656/182657/182658,7/9/3/4/11/4,136417.83,0
2021-02-01,SANLIURFA,5,1,odendi,182662/182651/182656/182657/182658,9/3/4/11/4,1236.51,0
2021-02-01,SANLIURFA,4,2,odendi,182651/182656/182657/182658,3/4/11/4,438.76,0
2021-02-01,SANLIURFA,3,2,odendi,182656/182657/182658,4/11/4,209.62,0
2021-02-02,ADANA,3,1,odendi,182678/182679/182668,5/3/4,18.12,0
2021-02-02,ADANA,6,1,odendi,182679/182668/182677/182675/182667/182683,3/4/9/2/12/11,16375.15,0
2021-02-02,ADANA,5,1,odendi,182668/182677/182675/182667/182683,4/9/2/12/11,2002.98,0
2021-02-02,ADANA,4,1,odendi,182677/182675/182667/182683,9/2/12/11,518.33,0
2021-02-02,ADANA,3,2,odendi,182675/182667/182683,2/12/11,120.32,0
2021-02-02,KOCAELI,4,1,odendi,182664/182672/182671/182666,4/3/5/2,1406.4,0
2021-02-02,KOCAELI,3,1,odendi,182672/182671/182666,3/5/2,414.62,0
2021-02-02,KOCAELI,6,1,odendi,182671/182666/182673/182670/182669/182665,"5/2/3/6/3,6,7/4",3670.56,1
2021-02-02,KOCAELI,5,1,odendi,182666/182673/182670/182669/182665,"2/3/6/3,6,7/4",282.49,1
2021-02-02,KOCAELI,4,2,odendi,182673/182670/182669/182665,"3/6/3,6,7/4",13.04,1
2021-02-02,KOCAELI,3,2,odendi,182670/182669/182665,"6/3,6,7/4",3.57,1
2021-02-03,BURSA,3,1,odendi,182684/182689/182691,"2,9/8/9",86.9,1
2021-02-03,BURSA,6,1,odendi,182689/182691/182688/182690/182685/182693,"8/9/6/1/4,5/5",269.94,1
2021-02-03,BURSA,5,1,odendi,182691/182688/182690/182685/182693,"9/6/1/4,5/5",64.75,1
2021-02-03,BURSA,4,1,odendi,182688/182690/182685/182693,"6/1/4,5/5",5.1,1
2021-02-03,BURSA,3,2,odendi,182690/182685/182693,"1/4,5/5",1.2,1
2021-02-03,ISTANBUL,4,1,odendi,182695/182697/182686/182699,"4/3/1/1,8",70.86,1
2021-02-03,ISTANBUL,3,1,odendi,182697/182686/182699,"3/1/1,8",9.82,1
2021-02-03,ISTANBUL,6,1,odendi,182686/182699/182698/182694/182687/182696,"1/1,8/1/3/5/6",853.21,1
2021-02-03,ISTANBUL,5,1,odendi,182699/182698/182694/182687/182696,"1,8/1/3/5/6",64.69,1
2021-02-03,ISTANBUL,4,2,odendi,182698/182694/182687/182696,1/3/5/6,52.76,0
2021-02-03,ISTANBUL,3,2,odendi,182694/182687/182696,3/5/6,26.0,0
2021-02-04,IZMIR,6,1,odendi,182707/182706/182710/182708/182711/182709,"1/6/5/4,7/8/5",481.08,1
2021-02-04,IZMIR,5,1,odendi,182706/182710/182708/182711/182709,"6/5/4,7/8/5",132.99,1
2021-02-04,IZMIR,4,1,odendi,182710/182708/182711/182709,"5/4,7/8/5",60.3,1
2021-02-04,IZMIR,3,1,odendi,182708/182711/182709,"4,7/8/5",45.98,1
2021-02-04,SANLIURFA,4,1,odendi,182703/182713/182705/182716,1/2/9/2,1586.01,0
2021-02-04,SANLIURFA,3,1,odendi,182713/182705/182716,2/9/2,239.26,0
2021-02-04,SANLIURFA,6,1,odendi,182705/182716/182715/182714/182704/182717,"9/2/12/5,9/2/2",108966.13,1
2021-02-04,SANLIURFA,5,1,odendi,182716/182715/182714/182704/182717,"2/12/5,9/2/2",3629.86,1
2021-02-04,SANLIURFA,4,2,odendi,182715/182714/182704/182717,"12/5,9/2/2",519.23,1
2021-02-04,SANLIURFA,3,2,odendi,182714/182704/182717,"5,9/2/2",113.35,1
2021-02-05,IZMIR,6,1,odendi,182720/182719/182718/182723/182729/182726,6/4/6/7/2/6,7495.35,0
2021-02-05,IZMIR,5,1,odendi,182719/182718/182723/182729/182726,4/6/7/2/6,3343.55,0
2021-02-05,IZMIR,4,1,odendi,182718/182723/182729/182726,6/7/2/6,502.16,0
2021-02-05,IZMIR,3,1,odendi,182723/182729/182726,7/2/6,107.38,0
2021-02-05,KOCAELI,6,1,odendi,182725/182727/182722/182721/182728/182724,1/2/8/5/9/8,16055.04,0
2021-02-05,KOCAELI,5,1,odendi,182727/182722/182721/182728/182724,2/8/5/9/8,1984.27,0
2021-02-05,KOCAELI,4,1,odendi,182722/182721/182728/182724,8/5/9/8,268.11,0
2021-02-05,KOCAELI,3,1,odendi,182721/182728/182724,5/9/8,55.11,0
2021-02-06,ADANA,6,1,odendi,182734/182749/182753/182754/182733/182756,5/6/3/5/3/2,109471.29,0
2021-02-06,ADANA,5,1,odendi,182749/182753/182754/182733/182756,6/3/5/3/2,8996.07,0
2021-02-06,ADANA,4,1,odendi,182753/182754/182733/182756,3/5/3/2,2358.94,0
2021-02-06,ADANA,3,1,odendi,182754/182733/182756,5/3/2,434.65,0
2021-02-06,ADANA,6,2,odendi,182733/182756/182750/182752/182732/182751,3/2/2/8/4/7,10348.89,0
2021-02-06,ADANA,5,2,odendi,182756/182750/182752/182732/182751,2/2/8/4/7,222.94,0
2021-02-06,ADANA,4,2,odendi,182750/182752/182732/182751,2/8/4/7,86.92,0
2021-02-06,ADANA,3,2,odendi,182752/182732/182751,8/4/7,48.31,0
2021-02-06,ISTANBUL,4,1,odendi,182745/182741/182742/182730,"1/4,5/5/1",31.95,1
2021-02-06,ISTANBUL,3,1,odendi,182741/182742/182730,"4,5/5/1",17.67,1
2021-02-06,ISTANBUL,6,1,odendi,182742/182730/182743/182746/182731/182739,5/1/7/1/3/7,1529.68,0
2021-02-06,ISTANBUL,5,1,odendi,182730/182743/182746/182731/182739,1/7/1/3/7,90.88,0
2021-02-06,ISTANBUL,4,2,odendi,182743/182746/182731/182739,7/1/3/7,76.19,0
2021-02-06,ISTANBUL,3,2,odendi,182746/182731/182739,1/3/7,39.06,0
2021-02-07,ADANA,6,1,odendi,182759/182761/182757/182760/182755/182758,1/7/1/1/3/1,750.65,0
2021-02-07,ADANA,5,1,odendi,182761/182757/182760/182755/182758,7/1/1/3/1,172.47,0
2021-02-07,ADANA,4,1,odendi,182757/182760/182755/182758,1/1/3/1,21.57,0
2021-02-07,ADANA,3,1,odendi,182760/182755/182758,1/3/1,2.83,0
2021-02-07,IZMIR,4,1,odendi,182747/182738/182740/182744,"4/3/1,8/6",48.04,1
2021-02-07,IZMIR,3,1,odendi,182738/182740/182744,"3/1,8/6",23.73,1
2021-02-07,IZMIR,6,1,odendi,182740/182744/182737/182735/182736/182748,"1,8/6/3/3/1/3",323.19,1
2021-02-07,IZMIR,5,1,odendi,182744/182737/182735/182736/182748,6/3/3/1/3,73.88,0
2021-02-07,IZMIR,4,2,odendi,182737/182735/182736/182748,3/3/1/3,21.23,0
2021-02-07,IZMIR,3,2,odendi,182735/182736/182748,3/1/3,6.66,0
2021-02-08,BURSA,6,1,odendi,182774/182773/182772/182770/182771/182775,6/4/3/5/2/7,2402.51,0
2021-02-08,BURSA,5,1,odendi,182773/182772/182770/182771/182775,4/3/5/2/7,697.19,0
2021-02-08,BURSA,4,1,odendi,182772/182770/182771/182775,3/5/2/7,80.43,0
2021-02-08,BURSA,3,1,odendi,182770/182771/182775,5/2/7,13.15,0
2021-02-08,SANLIURFA,4,1,odendi,182762/182769/182764/182767,10/4/6/4,90.64,0
2021-02-08,SANLIURFA,3,1,odendi,182769/182764/182767,4/6/4,22.92,0
2021-02-08,SANLIURFA,6,1,odendi,182764/182767/182763/182766/182765/182768,6/4/1/7/3/6,14862.01,0
2021-02-08,SANLIURFA,5,1,odendi,182767/182763/182766/182765/182768,4/1/7/3/6,9154.04,0
2021-02-08,SANLIURFA,4,2,odendi,182763/182766/182765/182768,1/7/3/6,2210.6,0
2021-02-08,SANLIURFA,3,2,odendi,182766/182765/182768,7/3/6,408.91,0
2021-02-09,ADANA,3,1,odendi,182785/182786/182776,2/4/1,110.51,0
2021-02-09,ADANA,6,1,odendi,182786/182776/182783/182781/182777/182782,"4/1/1/1/5,10/4",989.62,1
2021-02-09,ADANA,5,1,odendi,182776/182783/182781/182777/182782,"1/1/1/5,10/4",29.28,1
2021-02-09,ADANA,4,1,odendi,182783/182781/182777/182782,"1/1/5,10/4",16.83,1
2021-02-09,ADANA,3,2,odendi,182781/182777/182782,"1/5,10/4",12.41,1
2021-02-09,KOCAELI,3,1,odendi,182780/182779/182788,1/2/2,23.2,0
2021-02-10,BURSA,3,1,odendi,182789/182803/182800,8/1/6,401.25,0
2021-02-10,BURSA,6,1,odendi,182803/182800/182794/182804/182797/182790,1/6/5/1/4/5,610.54,0
2021-02-10,BURSA,5,1,odendi,182800/182794/182804/182797/182790,6/5/1/4/5,99.58,0
2021-02-10,BURSA,4,1,odendi,182794/182804/182797/182790,5/1/4/5,13.69,0
2021-02-10,BURSA,3,2,odendi,182804/182797/182790,1/4/5,5.66,0
2021-02-10,ISTANBUL,3,1,odendi,182801/182799/182793,1/7/6,14.35,0
2021-02-10,ISTANBUL,6,1,odendi,182792/182798/182801/182799/182793/182795,10/3/1/7/6/3,155.16,0
2021-02-10,ISTANBUL,5,1,odendi,182798/182801/182799/182793/182795,3/1/7/6/3,38.15,0
2021-02-10,ISTANBUL,6,2,odendi,182799/182793/182795/182796/182791/182802,"7/6/3/2,9/8/8",2177.84,1
2021-02-10,ISTANBUL,5,2,odendi,182793/182795/182796/182791/182802,"6/3/2,9/8/8",330.75,1
2021-02-10,ISTANBUL,4,1,odendi,182795/182796/182791/182802,"3/2,9/8/8",79.4,1
2021-02-10,ISTANBUL,3,2,odendi,182796/182791/182802,"2,9/8/8",43.82,1
2021-02-11,IZMIR,6,1,odendi,182811/182809/182812/182810/182807/182808,8/1/5/4/1/11,109.13,0
2021-02-11,IZMIR,5,1,odendi,182809/182812/182810/182807/182808,1/5/4/1/11,16.78,0
2021-02-11,IZMIR,4,1,odendi,182812/182810/182807/182808,5/4/1/11,7.74,0
2021-02-11,IZMIR,3,1,odendi,182810/182807/182808,4/1/11,3.83,0
2021-02-11,SANLIURFA,3,1,odendi,182805/182815/182813,"8/5,10/11",20.05,1
2021-02-11,SANLIURFA,6,1,odendi,182815/182813/182817/182816/182806/182814,"5,10/11/9/9/1/9",5470.87,1
2021-02-11,SANLIURFA,5,1,odendi,182813/182817/182816/182806/182814,11/9/9/1/9,2435.62,0
2021-02-11,SANLIURFA,4,1,odendi,182817/182816/182806/182814,9/9/1/9,518.64,0
2021-02-11,SANLIURFA,3,2,odendi,182816/182806/182814,9/1/9,22.18,0
2021-02-12,IZMIR,6,1,odendi,182825/182828/182826/182830/182822/182823,5/5/1/2/2/4,3485.41,0
2021-02-12,IZMIR,5,1,odendi,182828/182826/182830/182822/182823,5/1/2/2/4,686.71,0
2021-02-12,IZMIR,4,1,odendi,182826/182830/182822/182823,1/2/2/4,91.92,0
2021-02-12,IZMIR,3,1,odendi,182830/182822/182823,2/2/4,29.65,0
2021-02-12,KOCAELI,3,1,odendi,182827/182820/182831,2/6/2,13.53,0
2021-02-12,KOCAELI,6,1,odendi,182820/182831/182832/182824/182829/182821,"6/2/1/3/6,8/11",84.26,1
2021-02-12,KOCAELI,5,1,odendi,182831/182832/182824/182829/182821,"2/1/3/6,8/11",24.63,1
2021-02-12,KOCAELI,4,1,odendi,182832/182824/182829/182821,"1/3/6,8/11",7.05,1
2021-02-12,KOCAELI,3,2,odendi,182824/182829/182821,"3/6,8/11",3.73,1
2021-02-13,ADANA,3,1,odendi,182849/182850/182846,1/4/2,58.47,0
2021-02-13,ADANA,6,1,odendi,182850/182846/182854/182857/182847/182859,4/2/3/5/8/7,40525.68,0
2021-02-13,ADANA,5,1,odendi,182846/182854/182857/182847/182859,2/3/5/8/7,4173.63,0
2021-02-13,ADANA,4,1,odendi,182854/182857/182847/182859,3/5/8/7,208.62,0
2021-02-13,ADANA,3,2,odendi,182857/182847/182859,5/8/7,124.41,0
2021-02-13,ISTANBUL,3,1,odendi,182862/182866/182868,4/1/2,5.47,0
2021-02-13,ISTANBUL,6,1,odendi,182866/182868/182870/182863/182865/182869,1/2/10/3/8/14,162.73,0
2021-02-13,ISTANBUL,5,1,odendi,182868/182870/182863/182865/182869,2/10/3/8/14,26.46,0
2021-02-13,ISTANBUL,4,1,odendi,182870/182863/182865/182869,10/3/8/14,15.51,0
2021-02-13,ISTANBUL,3,2,odendi,182863/182865/182869,3/8/14,2.78,0
2021-02-14,ADANA,4,1,odendi,182843/182856/182844/182852,"2,6/8/6,7/8",21.25,1
2021-02-14,ADANA,3,1,odendi,182856/182844/182852,"8/6,7/8",41.3,1
2021-02-14,ADANA,6,1,odendi,182844/182852/182860/182853/182845/182858,"6,7/8/2/6/2/6",38632.16,1
2021-02-14,ADANA,5,1,odendi,182852/182860/182853/182845/182858,8/2/6/2/6,7859.02,0
2021-02-14,ADANA,4,2,odendi,182860/182853/182845/182858,2/6/2/6,1868.99,0
2021-02-14,ADANA,3,2,odendi,182853/182845/182858,6/2/6,273.77,0
2021-02-14,IZMIR,3,1,odendi,182842/182867/182861,"4/6/1,6",16.73,1
2021-02-14,IZMIR,6,1,odendi,182848/182840/182842/182867/182861/182851,"4/5,8/4/6/1,6/3",208.42,1
2021-02-14,IZMIR,5,1,odendi,182840/182842/182867/182861/182851,"5,8/4/6/1,6/3",78.98,1
2021-02-14,IZMIR,6,2,odendi,182867/182861/182851/182855/182864/182841,"6/1,6/3/4/7/3",1279.56,1
2021-02-14,IZMIR,5,2,odendi,182861/182851/182855/182864/182841,"1,6/3/4/7/3",174.36,1
2021-02-14,IZMIR,4,1,odendi,182851/182855/182864/182841,3/4/7/3,114.12,0
2021-02-14,IZMIR,3,2,odendi,182855/182864/182841,4/7/3,48.31,0
2021-02-15,BURSA,3,1,odendi,182883/182891/182886,"1/3,8/4",5.27,1
2021-02-15,BURSA,6,1,odendi,182891/182886/182888/182885/182882/182893,"3,8/4/8/4/5/8",1784.38,1
2021-02-15,BURSA,5,1,odendi,182886/182888/182885/182882/182893,4/8/4/5/8,313.27,0
2021-02-15,BURSA,4,1,odendi,182888/182885/182882/182893,8/4/5/8,115.8,0
2021-02-15,BURSA,3,2,odendi,182885/182882/182893,4/5/8,50.4,0
2021-02-15,SANLIURFA,4,1,odendi,182879/182892/182880/182890,"8/3,6/1/11",160.14,1
2021-02-15,SANLIURFA,3,1,odendi,182892/182880/182890,"3,6/1/11",10.4,1
2021-02-15,SANLIURFA,6,1,odendi,182880/182890/182881/182889/182884/182887,"1/11/3/6/1,6/14",8725.53,1
2021-02-15,SANLIURFA,5,1,odendi,182890/182881/182889/182884/182887,"11/3/6/1,6/14",3592.84,1
2021-02-15,SANLIURFA,4,2,odendi,182881/182889/182884/182887,"3/6/1,6/14",672.45,1
2021-02-15,SANLIURFA,3,2,odendi,182889/182884/182887,"6/1,6/14",99.05,1
2021-02-16,ADANA,3,1,odendi,182894/182902/182904,"5/7,12/2",33.5,1
2021-02-16,ADANA,6,1,odendi,182902/182904/182895/182899/182900/182906,"7,12/2/3/1/3/11",95.25,1
2021-02-16,ADANA,5,1,odendi,182904/182895/182899/182900/182906,2/3/1/3/11,34.47,0
2021-02-16,ADANA,4,1,odendi,182895/182899/182900/182906,3/1/3/11,9.07,0
2021-02-16,ADANA,3,2,odendi,182899/182900/182906,1/3/11,6.2,0
2021-02-17,BURSA,4,1,odendi,182918/182920/182922/182909,2/1/2/10,26.04,0
2021-02-17,BURSA,3,1,odendi,182920/182922/182909,1/2/10,7.28,0
2021-02-17,BURSA,6,1,odendi,182922/182909/182921/182917/182919/182908,2/10/6/6/3/3,648.37,0
2021-02-17,BURSA,5,1,odendi,182909/182921/182917/182919/182908,10/6/6/3/3,114.74,0
2021-02-17,BURSA,4,2,odendi,182921/182917/182919/182908,6/6/3/3,61.35,0
2021-02-17,BURSA,3,2,odendi,182917/182919/182908,6/3/3,12.32,0
2021-02-17,ISTANBUL,3,1,odendi,182914/182915/182913,"1/2,3/3,5",2.53,1
2021-02-17,ISTANBUL,6,1,odendi,182915/182913/182911/182916/182910/182912,"2,3/3,5/1,3/2/5/2",87.8,1
2021-02-17,ISTANBUL,5,1,odendi,182913/182911/182916/182910/182912,"3,5/1,3/2/5/2",31.88,1
2021-02-17,ISTANBUL,4,1,odendi,182911/182916/182910/182912,"1,3/2/5/2",24.06,1
2021-02-17,ISTANBUL,3,2,odendi,182916/182910/182912,2/5/2,9.1,0
2021-02-18,IZMIR,4,1,odendi,182927/182931/182928/182929,2/3/10/1,52.87,0
2021-02-18,IZMIR,3,1,odendi,182931/182928/182929,3/10/1,31.4,0
2021-02-18,IZMIR,6,1,odendi,182928/182929/182933/182932/182926/182930,"10/1/2,6/1/1/1",931.87,1
2021-02-18,IZMIR,5,1,odendi,182929/182933/182932/182926/182930,"1/2,6/1/1/1",49.89,1
2021-02-18,IZMIR,4,2,odendi,182933/182932/182926/182930,"2,6/1/1/1",54.3,1
2021-02-18,IZMIR,3,2,odendi,182932/182926/182930,1/1/1,56.9,0
2021-02-18,SANLIURFA,4,1,odendi,182923/182938/182925/182936,2/1/11/5,114.18,0
2021-02-18,SANLIURFA,3,1,odendi,182938/182925/182936,1/11/5,36.78,0
2021-02-18,SANLIURFA,6,1,odendi,182925/182936/182935/182937/182924/182934,11/5/4/4/7/4,2689.64,0
2021-02-18,SANLIURFA,5,1,odendi,182936/182935/182937/182924/182934,5/4/4/7/4,604.2,0
2021-02-18,SANLIURFA,4,2,odendi,182935/182937/182924/182934,4/4/7/4,251.82,0
2021-02-18,SANLIURFA,3,2,odendi,182937/182924/182934,4/7/4,22.23,0
2021-02-19,IZMIR,3,1,odendi,182939/182944/182945,"5/3/6,7",23.6,1
2021-02-19,IZMIR,6,1,odendi,182944/182945/182943/182942/182941/182940,"3/6,7/7/1/4/2,5,8",41.54,1
2021-02-19,IZMIR,5,1,odendi,182945/182943/182942/182941/182940,"6,7/7/1/4/2,5,8",15.28,1
2021-02-19,IZMIR,4,1,odendi,182943/182942/182941/182940,"7/1/4/2,5,8",7.95,1
2021-02-19,IZMIR,3,2,odendi,182942/182941/182940,"1/4/2,5,8",2.2,1
2021-02-19,KOCAELI,6,1,odendi,182950/182947/182949/182946/182948/182951,"9/4,7,11,12/7,9/2/4/1",150.77,1
2021-02-19,KOCAELI,5,1,odendi,182947/182949/182946/182948/182951,"4,7,11,12/7,9/2/4/1",37.96,1
2021-02-19,KOCAELI,4,1,odendi,182949/182946/182948/182951,"7,9/2/4/1",42.46,1
2021-02-19,KOCAELI,3,1,odendi,182946/182948/182951,2/4/1,21.88,0
2021-02-20,ADANA,3,1,odendi,182989/182995/182991,"3/8/1,3",15.52,1
2021-02-20,ADANA,6,1,odendi,182967/182990/182989/182995/182991/182994,"3,5/5/3/8/1,3/9",103.34,1
2021-02-20,ADANA,5,1,odendi,182990/182989/182995/182991/182994,"5/3/8/1,3/9",46.39,1
2021-02-20,ADANA,6,2,odendi,182995/182991/182994/182993/182966/182992,"8/1,3/9/7,9/7/12",112.57,1
2021-02-20,ADANA,5,2,odendi,182991/182994/182993/182966/182992,"1,3/9/7,9/7/12",42.89,1
2021-02-20,ADANA,4,1,odendi,182994/182993/182966/182992,"9/7,9/7/12",11.88,1
2021-02-20,ADANA,3,2,odendi,182993/182966/182992,"7,9/7/12",6.65,1
2021-02-20,ISTANBUL,4,1,odendi,182975/182987/182985/182969,"1/5/1/3,4,8,10",7.97,1
2021-02-20,ISTANBUL,3,1,odendi,182987/182985/182969,"5/1/3,4,8,10",6.51,1
2021-02-20,ISTANBUL,6,1,odendi,182985/182969/182980/182976/182984/182968,"1/3,4,8,10/7/3/5/8",2065.11,1
2021-02-20,ISTANBUL,5,1,odendi,182969/182980/182976/182984/182968,"3,4,8,10/7/3/5/8",690.88,1
2021-02-20,ISTANBUL,4,2,odendi,182980/182976/182984/182968,7/3/5/8,673.93,0
2021-02-20,ISTANBUL,3,2,odendi,182976/182984/182968,3/5/8,67.4,0
2021-02-21,ADANA,6,1,odendi,182982/182988/182978/182986/182977/182981,9/8/7/7/1/5,775.83,0
2021-02-21,ADANA,5,1,odendi,182988/182978/182986/182977/182981,8/7/7/1/5,139.66,0
2021-02-21,ADANA,4,1,odendi,182978/182986/182977/182981,7/7/1/5,43.56,0
2021-02-21,ADANA,3,1,odendi,182986/182977/182981,7/1/5,25.22,0
2021-02-21,IZMIR,3,1,odendi,182970/182979/182972,8/7/2,18.77,0
2021-02-21,IZMIR,6,1,odendi,182979/182972/182971/182983/182974/182973,7/2/6/5/1/2,2027.46,0
2021-02-21,IZMIR,5,1,odendi,182972/182971/182983/182974/182973,2/6/5/1/2,162.06,0
2021-02-21,IZMIR,4,1,odendi,182971/182983/182974/182973,6/5/1/2,85.02,0
2021-02-21,IZMIR,3,2,odendi,182983/182974/182973,5/1/2,5.81,0
2021-02-22,BURSA,3,1,odendi,183001/182996/183004,1/4/3,5.85,0
2021-02-22,BURSA,6,1,odendi,182996/183004/182997/183005/183003/183002,4/3/5/3/4/3,1501.73,0
2021-02-22,BURSA,5,1,odendi,183004/182997/183005/183003/183002,3/5/3/4/3,261.71,0
2021-02-22,BURSA,4,1,odendi,182997/183005/183003/183002,5/3/4/3,122.04,0
2021-02-22,BURSA,3,2,odendi,183005/183003/183002,3/4/3,39.26,0
2021-02-22,SANLIURFA,4,1,odendi,182999/183009/183000/183008,"10/6/9,12/2",549.34,1
2021-02-22,SANLIURFA,3,1,odendi,183009/183000/183008,"6/9,12/2",30.42,1
2021-02-22,SANLIURFA,6,1,odendi,183000/183008/183007/183010/182998/183006,"9,12/2/10/3/13/17",31228.2,1
2021-02-22,SANLIURFA,5,1,odendi,183008/183007/183010/182998/183006,2/10/3/13/17,16995.47,0
2021-02-22,SANLIURFA,4,2,odendi,183007/183010/182998/183006,10/3/13/17,7135.2,0
2021-02-22,SANLIURFA,3,2,odendi,183010/182998/183006,3/13/17,1412.33,0
2021-02-23,ADANA,3,1,odendi,183026/183025/183014,"1/9/1,2",16.91,1
2021-02-23,ADANA,6,1,odendi,183025/183014/183024/183017/183015/183020,"9/1,2/7,13/3/4/6",381.0,1
2021-02-23,ADANA,5,1,odendi,183014/183024/183017/183015/183020,"1,2/7,13/3/4/6",53.58,1
2021-02-23,ADANA,4,1,odendi,183024/183017/183015/183020,"7,13/3/4/6",21.84,1
2021-02-23,ADANA,3,2,odendi,183017/183015/183020,3/4/6,12.77,0
2021-02-23,KOCAELI,4,1,odendi,183011/183022/183012/183023,3/3/2/6,157.74,0
2021-02-23,KOCAELI,3,1,odendi,183022/183012/183023,3/2/6,73.53,0
2021-02-23,KOCAELI,6,1,odendi,183012/183023/183016/183019/183013/183027,2/6/1/2/10/11,21581.91,0
2021-02-23,KOCAELI,5,1,odendi,183023/183016/183019/183013/183027,6/1/2/10/11,3132.06,0
2021-02-23,KOCAELI,4,2,odendi,183016/183019/183013/183027,1/2/10/11,279.15,0
2021-02-23,KOCAELI,3,2,odendi,183019/183013/183027,2/10/11,111.61,0
2021-02-24,BURSA,6,1,odendi,183037/183032/183034/183035/183036/183040,"8/1/1/3/3/3,12",6928.54,1
2021-02-24,BURSA,5,1,odendi,183032/183034/183035/183036/183040,"1/1/3/3/3,12",483.01,1
2021-02-24,BURSA,4,1,odendi,183034/183035/183036/183040,"1/3/3/3,12",505.95,1
2021-02-24,BURSA,3,1,odendi,183035/183036/183040,"3/3/3,12",125.03,1
2021-02-24,ISTANBUL,4,1,odendi,183029/183031/183030/183033,"10,13/2/1/3",5.88,1
2021-02-24,ISTANBUL,3,1,odendi,183031/183030/183033,2/1/3,4.18,0
2021-02-24,ISTANBUL,6,1,odendi,183030/183033/183039/183042/183041/183028,1/3/4/4/9/8,9453.06,0
