tarih,sehir,urun,seq,tip,race_kodlar,kombo,tl,beraberlik
2023-10-21,ANKARA,3,2,odendi,205808/205813/205800,5/5/3,11.47,0
2023-10-21,DIYARBAKIR,6,1,odendi,205823/205824/205821/205822/205826/205827,"10/5/8/4/1,7/6",89793.31,1
2023-10-21,DIYARBAKIR,5,1,odendi,205824/205821/205822/205826/205827,"5/8/4/1,7/6",7661.17,1
2023-10-21,DIYARBAKIR,4,1,odendi,205821/205822/205826/205827,"8/4/1,7/6",1159.5,1
2023-10-21,DIYARBAKIR,3,1,odendi,205822/205826/205827,"4/1,7/6",217.49,1
2023-10-21,IZMIR,6,1,odendi,205802/205810/205818/205804/205825/205819,"6,9/9/1/2,4/4/11",769.96,1
2023-10-21,IZMIR,5,1,odendi,205810/205818/205804/205825/205819,"9/1/2,4/4/11",493.31,1
2023-10-21,IZMIR,4,1,odendi,205818/205804/205825/205819,"1/2,4/4/11",12.26,1
2023-10-21,IZMIR,3,1,odendi,205804/205825/205819,"2,4/4/11",12.02,1
2023-10-21,IZMIR,6,2,odendi,205825/205819/205805/205815/205803/205820,"4/11/9/2,8/3/9",1597.0,1
2023-10-21,IZMIR,5,2,odendi,205819/205805/205815/205803/205820,"11/9/2,8/3/9",732.61,1
2023-10-21,IZMIR,4,2,odendi,205805/205815/205803/205820,"9/2,8/3/9",390.24,1
2023-10-21,IZMIR,3,2,odendi,205815/205803/205820,"2,8/3/9",82.58,1
2023-10-22,ADANA,6,1,odendi,205844/205832/205841/205845/205831/205843,2/3/1/4/7/12,1727.52,0
2023-10-22,ADANA,5,1,odendi,205832/205841/205845/205831/205843,3/1/4/7/12,1247.36,0
2023-10-22,ADANA,4,1,odendi,205841/205845/205831/205843,1/4/7/12,831.32,0
2023-10-22,ADANA,3,1,odendi,205845/205831/205843,4/7/12,186.51,0
2023-10-22,ADANA,6,2,odendi,205831/205843/205842/205840/205830/205846,7/12/4/7/10/9,20963.09,0
2023-10-22,ADANA,5,2,odendi,205843/205842/205840/205830/205846,12/4/7/10/9,2510.22,0
2023-10-22,ADANA,4,2,odendi,205842/205840/205830/205846,4/7/10/9,443.32,0
2023-10-22,ADANA,3,2,odendi,205840/205830/205846,7/10/9,87.19,0
2023-10-22,ISTANBUL,3,1,odendi,205835/205829/205837,6/6/4,274.23,0
2023-10-22,ISTANBUL,6,1,odendi,205839/205836/205835/205829/205837/205833,4/6/6/6/4/2,26343.44,0
2023-10-22,ISTANBUL,5,1,odendi,205836/205835/205829/205837/205833,6/6/6/4/2,9149.83,0
2023-10-22,ISTANBUL,6,2,odendi,205829/205837/205833/205834/205828/205838,6/4/2/3/3/2,2919.07,0
2023-10-22,ISTANBUL,5,2,odendi,205837/205833/205834/205828/205838,4/2/3/3/2,96.76,0
2023-10-22,ISTANBUL,4,1,odendi,205833/205834/205828/205838,2/3/3/2,27.56,0
2023-10-22,ISTANBUL,3,2,odendi,205834/205828/205838,3/3/2,5.33,0
2023-10-23,BURSA,4,1,odendi,205848/205862/205847/205852,5/4/11/7,201.36,0
2023-10-23,BURSA,3,1,odendi,205862/205847/205852,4/11/7,127.43,0
2023-10-23,BURSA,6,1,odendi,205847/205852/205859/205850/205855/205861,11/7/2/3/9/2,1878.35,0
2023-10-23,BURSA,5,1,odendi,205852/205859/205850/205855/205861,7/2/3/9/2,662.72,0
2023-10-23,BURSA,4,2,odendi,205859/205850/205855/205861,2/3/9/2,95.36,0
2023-10-23,BURSA,3,2,odendi,205850/205855/205861,3/9/2,32.2,0
2023-10-23,ELAZIG,3,1,odendi,205856/205854/205849,6/8/7,112.06,0
2023-10-23,ELAZIG,6,1,odendi,205854/205849/205860/205851/205853/205857,8/7/9/1/4/9,6707.87,0
2023-10-23,ELAZIG,5,1,odendi,205849/205860/205851/205853/205857,7/9/1/4/9,1875.44,0
2023-10-23,ELAZIG,4,1,odendi,205860/205851/205853/205857,9/1/4/9,216.24,0
2023-10-23,ELAZIG,3,2,odendi,205851/205853/205857,1/4/9,66.69,0
2023-10-24,ADANA,6,1,odendi,205867/205876/205881/205879/205866/205878,7/1/4/4/4/12,1082145.73,0
2023-10-24,ADANA,5,1,odendi,205876/205881/205879/205866/205878,1/4/4/4/12,44320.97,0
2023-10-24,ADANA,4,1,odendi,205881/205879/205866/205878,4/4/4/12,9030.46,0
2023-10-24,ADANA,3,1,odendi,205879/205866/205878,4/4/12,1394.93,0
2023-10-24,ADANA,6,2,odendi,205866/205878/205880/205877/205875/205865,4/12/11/9/8/12,1915089.77,0
2023-10-24,ADANA,5,2,odendi,205878/205880/205877/205875/205865,12/11/9/8/12,99421.23,0
2023-10-24,ADANA,4,2,odendi,205880/205877/205875/205865,11/9/8/12,8414.48,0
2023-10-24,ADANA,3,2,odendi,205877/205875/205865,9/8/12,252.33,0
2023-10-24,KOCAELI,3,1,odendi,205874/205873/205872,"1,4/8/8",22.58,1
2023-10-24,KOCAELI,6,1,odendi,205863/205868/205874/205873/205872/205871,"3/4/1,4/8/8/6",215.92,1
2023-10-24,KOCAELI,5,1,odendi,205868/205874/205873/205872/205871,"4/1,4/8/8/6",208.21,1
2023-10-24,KOCAELI,6,2,odendi,205873/205872/205871/205869/205870/205864,8/8/6/4/10/5,434.88,0
2023-10-24,KOCAELI,5,2,odendi,205872/205871/205869/205870/205864,8/6/4/10/5,137.68,0
2023-10-24,KOCAELI,4,1,odendi,205871/205869/205870/205864,6/4/10/5,35.26,0
2023-10-24,KOCAELI,3,2,odendi,205869/205870/205864,4/10/5,9.1,0
2023-10-25,ELAZIG,4,1,odendi,205894/205892/205895/205882,"4,5/4/8/2",171.76,1
2023-10-25,ELAZIG,3,1,odendi,205892/205895/205882,4/8/2,70.0,0
2023-10-25,ELAZIG,6,1,odendi,205895/205882/205887/205896/205883/205885,8/2/7/5/6/4,1477.02,0
2023-10-25,ELAZIG,5,1,odendi,205882/205887/205896/205883/205885,2/7/5/6/4,477.02,0
2023-10-25,ELAZIG,4,2,odendi,205887/205896/205883/205885,7/5/6/4,70.76,0
2023-10-25,ELAZIG,3,2,odendi,205896/205883/205885,5/6/4,19.27,0
2023-10-25,ISTANBUL,4,1,odendi,205889/205891/205897/205888,3/1/7/4,121.74,0
2023-10-25,ISTANBUL,3,1,odendi,205891/205897/205888,1/7/4,109.81,0
2023-10-25,ISTANBUL,6,1,odendi,205897/205888/205893/205886/205890/205884,7/4/2/5/5/4,3941.15,0
2023-10-25,ISTANBUL,5,1,odendi,205888/205893/205886/205890/205884,4/2/5/5/4,131.55,0
2023-10-25,ISTANBUL,4,2,odendi,205893/205886/205890/205884,2/5/5/4,102.18,0
2023-10-25,ISTANBUL,3,2,odendi,205886/205890/205884,5/5/4,36.46,0
2023-10-26,ANKARA,3,1,odendi,205910/205905/205904,"3,1/1/4",5.62,1
2023-10-26,ANKARA,6,1,odendi,205898/205909/205910/205905/205904/205907,"6/4/1,3/1/4/4",210.48,1
2023-10-26,ANKARA,5,1,odendi,205909/205910/205905/205904/205907,"4/1,3/1/4/4",62.12,1
2023-10-26,ANKARA,6,2,odendi,205905/205904/205907/205903/205899/205906,1/4/4/1/5/6,262.16,0
2023-10-26,ANKARA,5,2,odendi,205904/205907/205903/205899/205906,4/4/1/5/6,162.51,0
2023-10-26,ANKARA,4,1,odendi,205907/205903/205899/205906,4/1/5/6,40.82,0
2023-10-26,ANKARA,3,2,odendi,205903/205899/205906,1/5/6,29.73,0
2023-10-26,IZMIR,6,1,odendi,205901/205911/205915/205902/205914/205916,3/4/1/12/7/4,86211.82,0
2023-10-26,IZMIR,5,1,odendi,205911/205915/205902/205914/205916,4/1/12/7/4,11428.83,0
2023-10-26,IZMIR,4,1,odendi,205915/205902/205914/205916,1/12/7/4,2245.86,0
2023-10-26,IZMIR,3,1,odendi,205902/205914/205916,12/7/4,321.13,0
2023-10-26,IZMIR,6,2,odendi,205914/205916/205913/205908/205912/205900,7/4/11/6/2/6,1016543.14,0
2023-10-26,IZMIR,5,2,odendi,205916/205913/205908/205912/205900,4/11/6/2/6,23348.57,0
2023-10-26,IZMIR,4,2,odendi,205913/205908/205912/205900,11/6/2/6,7067.38,0
2023-10-26,IZMIR,3,2,odendi,205908/205912/205900,6/2/6,1000.8,0
2023-10-27,BURSA,6,1,odendi,205928/205919/205924/205933/205917/205936,4/1/1/7/8/1,2706.27,0
2023-10-27,BURSA,5,1,odendi,205919/205924/205933/205917/205936,1/1/7/8/1,1271.71,0
2023-10-27,BURSA,4,1,odendi,205924/205933/205917/205936,1/7/8/1,635.8,0
2023-10-27,BURSA,3,1,odendi,205933/205917/205936,7/8/1,184.37,0
2023-10-27,BURSA,6,2,odendi,205917/205936/205923/205926/205918/205934,8/1/4/1/10/6,10279.37,0
2023-10-27,BURSA,5,2,odendi,205936/205923/205926/205918/205934,1/4/1/10/6,1343.33,0
2023-10-27,BURSA,4,2,odendi,205923/205926/205918/205934,4/1/10/6,289.7,0
2023-10-27,BURSA,3,2,odendi,205926/205918/205934,1/10/6,73.84,0
2023-10-27,ISTANBUL,6,1,odendi,205922/205925/205931/205921/205929/205927,"4,5,9/4/4/3,7,8/5/1",3783.68,1
2023-10-27,ISTANBUL,5,1,odendi,205925/205931/205921/205929/205927,"4/4/3,7,8/5/1",1433.06,1
2023-10-27,ISTANBUL,4,1,odendi,205931/205921/205929/205927,"4/3,7,8/5/1",240.54,1
2023-10-27,ISTANBUL,3,1,odendi,205921/205929/205927,"3,7,8/5/1",96.59,1
2023-10-27,ISTANBUL,6,2,odendi,205929/205927/205930/205932/205920/205935,"5/1/4/1/2,9/4",30263.2,1
2023-10-27,ISTANBUL,5,2,odendi,205927/205930/205932/205920/205935,"1/4/1/2,9/4",2833.46,1
2023-10-27,ISTANBUL,4,2,odendi,205930/205932/205920/205935,"4/1/2,9/4",555.72,1
2023-10-27,ISTANBUL,3,2,odendi,205932/205920/205935,"1/2,9/4",53.46,1
2023-10-28,ANKARA,3,1,odendi,205946/205945/205950,2/8/4,98.76,0
2023-10-28,ANKARA,6,1,odendi,205937/205944/205946/205945/205950/205947,4/1/2/8/4/12,2860.26,0
2023-10-28,ANKARA,5,1,odendi,205944/205946/205945/205950/205947,1/2/8/4/12,316.05,0
2023-10-28,ANKARA,6,2,odendi,205945/205950/205947/205948/205949/205938,8/4/12/8/4/7,1099.32,0
2023-10-28,ANKARA,5,2,odendi,205950/205947/205948/205949/205938,4/12/8/4/7,128.85,0
2023-10-28,ANKARA,4,1,odendi,205947/205948/205949/205938,12/8/4/7,27.86,0
2023-10-28,ANKARA,3,2,odendi,205948/205949/205938,8/4/7,4.16,0
2023-10-28,DIYARBAKIR,6,1,odendi,205954/205958/205951/205952/205953/205955,7/4/5/1/4/5,25910.92,0
2023-10-28,DIYARBAKIR,5,1,odendi,205958/205951/205952/205953/205955,4/5/1/4/5,1516.75,0
2023-10-28,DIYARBAKIR,4,1,odendi,205951/205952/205953/205955,5/1/4/5,876.84,0
2023-10-28,DIYARBAKIR,3,1,odendi,205952/205953/205955,1/4/5,244.92,0
2023-10-28,IZMIR,6,1,odendi,205941/205961/205957/205956/205939/205959,"1,8,9/5/5/1/5/7",817.76,1
2023-10-28,IZMIR,5,1,odendi,205961/205957/205956/205939/205959,"5/5/1/5,6/7",445.62,1
2023-10-28,IZMIR,4,1,odendi,205957/205956/205939/205959,"5/1/5,6/7",124.92,1
2023-10-28,IZMIR,3,1,odendi,205956/205939/205959,"1/5,6/7",48.55,1
2023-10-28,IZMIR,6,2,odendi,205939/205959/205943/205942/205940/205960,"5,6/7/3/8/1/1,9",549.91,1
2023-10-28,IZMIR,5,2,odendi,205959/205943/205942/205940/205960,"7/3/8/1/1,9",166.63,1
2023-10-28,IZMIR,4,2,odendi,205943/205942/205940/205960,"3/8/1/1,9",38.78,1
2023-10-28,IZMIR,3,2,odendi,205942/205940/205960,"8/1/1,9",8.9,1
2023-10-29,ADANA,6,1,odendi,205978/205962/205979/205964/205977/205980,2/11/5/5/10/9,9258.61,0
2023-10-29,ADANA,5,1,odendi,205962/205979/205964/205977/205980,11/5/5/10/9,2181.33,0
2023-10-29,ADANA,4,1,odendi,205979/205964/205977/205980,5/5/10/9,488.64,0
2023-10-29,ADANA,3,1,odendi,205964/205977/205980,5/10/9,100.68,0
2023-10-29,ADANA,6,2,odendi,205977/205980/205974/205976/205963/205975,10/9/1/2/11/5,2851.1,0
2023-10-29,ADANA,5,2,odendi,205980/205974/205976/205963/205975,9/1/2/11/5,410.87,0
2023-10-29,ADANA,4,2,odendi,205974/205976/205963/205975,1/2/11/5,40.28,0
2023-10-29,ADANA,3,2,odendi,205976/205963/205975,2/11/5,43.42,0
2023-10-29,ISTANBUL,3,1,odendi,205967/205973/205969,1/2/2,17.38,0
2023-10-29,ISTANBUL,6,1,odendi,205968/205971/205967/205973/205969/205972,6/4/1/2/2/5,387.58,0
2023-10-29,ISTANBUL,5,1,odendi,205971/205967/205973/205969/205972,4/1/2/2/5,178.57,0
2023-10-29,ISTANBUL,6,2,odendi,205973/205969/205972/205966/205965/205970,2/2/5/3/3/5,14026.07,0
2023-10-29,ISTANBUL,5,2,odendi,205969/205972/205966/205965/205970,2/5/3/3/5,3147.05,0
2023-10-29,ISTANBUL,4,1,odendi,205972/205966/205965/205970,5/3/3/5,1387.64,0
2023-10-29,ISTANBUL,3,2,odendi,205966/205965/205970,3/3/5,378.56,0
2023-10-30,BURSA,3,1,odendi,205993/205994/205995,"5/9/10,11",63.66,1
2023-10-30,BURSA,6,1,odendi,205983/205987/205993/205994/205995/205992,"6/2/5/9/10,11/5",99231.95,1
2023-10-30,BURSA,5,1,odendi,205987/205993/205994/205995/205992,"2/5/9/10,11/5",4980.46,1
2023-10-30,BURSA,6,2,odendi,205994/205995/205992/205984/205996/205997,"9/10,11/5/7/3/15",162323.24,1
2023-10-30,BURSA,5,2,odendi,205995/205992/205984/205996/205997,"10,11/5/7/3/15",13379.98,1
2023-10-30,BURSA,4,1,odendi,205992/205984/205996/205997,5/7/3/15,2702.46,0
2023-10-30,BURSA,3,2,odendi,205984/205996/205997,7/3/15,193.01,0
2023-10-30,ELAZIG,4,1,odendi,205981/205991/205990/205982,9/5/7/6,1593.86,0
2023-10-30,ELAZIG,3,1,odendi,205991/205990/205982,5/7/6,145.89,0
2023-10-30,ELAZIG,6,1,odendi,205990/205982/205988/205986/205985/205989,7/6/1/6/2/9,60340.62,0
2023-10-30,ELAZIG,5,1,odendi,205982/205988/205986/205985/205989,6/1/6/2/9,3511.13,0
2023-10-30,ELAZIG,4,2,odendi,205988/205986/205985/205989,1/6/2/9,1455.8,0
2023-10-30,ELAZIG,3,2,odendi,205986/205985/205989,6/2/9,318.63,0
2023-10-31,ADANA,6,1,odendi,206012/206000/206015/206010/206016/206001,5/13/1/1/4/4,79811.38,0
2023-10-31,ADANA,5,1,odendi,206000/206015/206010/206016/206001,13/1/1/4/4,1791.87,0
2023-10-31,ADANA,4,1,odendi,206015/206010/206016/206001,1/1/4/4,343.38,0
2023-10-31,ADANA,3,1,odendi,206010/206016/206001,1/4/4,184.17,0
2023-10-31,ADANA,6,2,odendi,206016/206001/206014/206011/206002/206013,"4/4/3/1/1,4/10",857.15,1
2023-10-31,ADANA,5,2,odendi,206001/206014/206011/206002/206013,"4/3/1/1,4/10",265.77,1
2023-10-31,ADANA,4,2,odendi,206014/206011/206002/206013,"3/1/1,4/10",15.06,1
2023-10-31,ADANA,3,2,odendi,206011/206002/206013,"1/1,4/10",9.94,1
2023-10-31,KOCAELI,3,1,odendi,206004/206007/206003,3/5/8,35.36,0
2023-10-31,KOCAELI,6,1,odendi,205999/206009/206004/206007/206003/206005,4/3/3/5/8/7,2065.51,0
2023-10-31,KOCAELI,5,1,odendi,206009/206004/206007/206003/206005,3/3/5/8/7,441.13,0
2023-10-31,KOCAELI,6,2,odendi,206007/206003/206005/206008/205998/206006,5/8/7/7/3/2,11897.86,0
2023-10-31,KOCAELI,5,2,odendi,206003/206005/206008/205998/206006,8/7/7/3/2,1440.47,0
2023-10-31,KOCAELI,4,1,odendi,206005/206008/205998/206006,7/7/3/2,348.86,0
2023-10-31,KOCAELI,3,2,odendi,206008/205998/206006,7/3/2,116.51,0
2023-11-01,ELAZIG,4,1,odendi,206018/206027/206017/206021,"1,4,7,8/7/2/4",74.06,1
2023-11-01,ELAZIG,3,1,odendi,206027/206017/206021,7/2/4,103.44,0
2023-11-01,ELAZIG,6,1,odendi,206017/206021/206024/206026/206023/206022,"2/4/5/1/6/8,9,10",7530.6,1
2023-11-01,ELAZIG,5,1,odendi,206021/206024/206026/206023/206022,"4/5/1/6/8,9,10",2366.3,1
2023-11-01,ELAZIG,4,2,odendi,206024/206026/206023/206022,"5/1/6/8,9,10",675.66,1
2023-11-01,ELAZIG,3,2,odendi,206026/206023/206022,"1/6/8,9,10",46.5,1
2023-11-01,ISTANBUL,3,1,odendi,206032/206033/206031,"3,4/8/1,3",22.84,1
2023-11-01,ISTANBUL,6,1,odendi,206030/206020/206032/206033/206031/206025,"3,8/2/3,4/8/1,3/5",365.68,1
2023-11-01,ISTANBUL,5,1,odendi,206020/206032/206033/206031/206025,"2/3,4/8/1,3/5",244.93,1
2023-11-01,ISTANBUL,6,2,odendi,206033/206031/206025/206029/206019/206034,"8/1,3/5/1,6/3/7",3354.93,1
2023-11-01,ISTANBUL,5,2,odendi,206031/206025/206029/206019/206034,"1,3/5/1,6/3/7",572.4,1
2023-11-01,ISTANBUL,4,1,odendi,206025/206029/206019/206034,"5/1,6/3/7",239.16,1
2023-11-01,ISTANBUL,3,2,odendi,206029/206019/206034,"1,6/3/7",111.44,1
2023-11-02,ANKARA,3,1,odendi,206046/206042/206044,1/3/5,3.38,0
2023-11-02,ANKARA,6,1,odendi,206036/206047/206046/206042/206044/206045,6/1/1/3/5/4,168.19,0
2023-11-02,ANKARA,5,1,odendi,206047/206046/206042/206044/206045,1/1/3/5/4,74.0,0
2023-11-02,ANKARA,6,2,odendi,206042/206044/206045/206041/206035/206043,3/5/4/1/6/1,1681.93,0
2023-11-02,ANKARA,5,2,odendi,206044/206045/206041/206035/206043,5/4/1/6/1,966.68,0
2023-11-02,ANKARA,4,1,odendi,206045/206041/206035/206043,4/1/6/1,415.76,0
2023-11-02,ANKARA,3,2,odendi,206041/206035/206043,1/6/1,129.61,0
2023-11-02,IZMIR,3,1,odendi,206040/206050/206049,"2,9,12/11/6",325.32,1
2023-11-02,IZMIR,6,1,odendi,206038/206052/206040/206050/206049/206048,"1/1/2,9,12/11/6/1",31275.89,1
2023-11-02,IZMIR,5,1,odendi,206052/206040/206050/206049/206048,"1/2,9,12/11/6/1",10444.35,1
2023-11-02,IZMIR,6,2,odendi,206050/206049/206048/206039/206037/206051,"11/6/1/1,4,5/2/15",666125.94,1
2023-11-02,IZMIR,5,2,odendi,206049/206048/206039/206037/206051,"6/1/1,4,5/2/15",28514.78,1
2023-11-02,IZMIR,4,1,odendi,206048/206039/206037/206051,"1/1,4,5/2/15",5605.4,1
2023-11-02,IZMIR,3,2,odendi,206039/206037/206051,"1,4,5/2/15",866.45,1
2023-11-03,BURSA,6,1,odendi,206067/206058/206070/206073/206057/206069,"3,5,7,11/3/6/8/4/7",1893.68,1
2023-11-03,BURSA,5,1,odendi,206058/206070/206073/206057/206069,"3/6/8/2,4,6,13/7",662.13,1
2023-11-03,BURSA,4,1,odendi,206070/206073/206057/206069,"6/8/2,4,6,13/7",98.2,1
2023-11-03,BURSA,3,1,odendi,206073/206057/206069,"8/2,4,6,13/7",24.92,1
2023-11-03,BURSA,6,2,odendi,206057/206069/206063/206071/206068/206056,"2,4,6,13/7/8/4,7/1/4",28145.75,1
2023-11-03,BURSA,5,2,odendi,206069/206063/206071/206068/206056,"7/8/4,7/1/4",12599.31,1
2023-11-03,BURSA,4,2,odendi,206063/206071/206068/206056,"8/4,7/1/4",2349.32,1
2023-11-03,BURSA,3,2,odendi,206071/206068/206056,"4,7/1/4",219.27,1
2023-11-03,ISTANBUL,6,1,odendi,206054/206059/206065/206053/206064/206062,"5/5/3/2,7/1/8",194.67,1
2023-11-03,ISTANBUL,5,1,odendi,206059/206065/206053/206064/206062,"5/3/2,7/1/8",38.17,1
2023-11-03,ISTANBUL,4,1,odendi,206065/206053/206064/206062,"3/2,7/1/8",44.84,1
2023-11-03,ISTANBUL,3,1,odendi,206053/206064/206062,"2,7/1/8",56.64,1
2023-11-03,ISTANBUL,6,2,odendi,206064/206062/206061/206066/206055/206060,1/8/1/5/8/2,24514.68,0
2023-11-03,ISTANBUL,5,2,odendi,206062/206061/206066/206055/206060,8/1/5/8/2,4156.01,0
2023-11-03,ISTANBUL,4,2,odendi,206061/206066/206055/206060,1/5/8/2,855.74,0
2023-11-03,ISTANBUL,3,2,odendi,206066/206055/206060,5/8/2,48.49,0
2023-11-04,ANKARA,3,1,odendi,206080/206091/206090,"1,7/2/4",356.68,1
2023-11-04,ANKARA,6,1,odendi,206081/206092/206080/206091/206090/206093,"5/1/1,7/2/4/3",2787.77,1
2023-11-04,ANKARA,5,1,odendi,206092/206080/206091/206090/206093,"1/1,7/2/4/3",780.86,1
2023-11-04,ANKARA,6,2,odendi,206091/206090/206093/206088/206089/206096,"2/4/3/4/3,7/8",1705.03,1
2023-11-04,ANKARA,5,2,odendi,206090/206093/206088/206089/206096,"4/3/4/3,7/8",143.73,1
2023-11-04,ANKARA,4,1,odendi,206093/206088/206089/206096,"3/4/3,7/8",20.04,1
2023-11-04,ANKARA,3,2,odendi,206088/206089/206096,"4/3,7/8",20.02,1
2023-11-04,DIYARBAKIR,6,1,odendi,206100/206101/206098/206104/206103/206102,"4/2,12/4/2/8/5,6",3665.52,1
2023-11-04,DIYARBAKIR,5,1,odendi,206101/206098/206104/206103/206102,"2,12/4/2/8/5,6",409.33,1
2023-11-04,DIYARBAKIR,4,1,odendi,206098/206104/206103/206102,"4/2/8/5,6",220.0,1
2023-11-04,DIYARBAKIR,3,1,odendi,206104/206103/206102,"2/8/5,6",44.33,1
2023-11-04,IZMIR,6,1,odendi,206084/206085/206087/206099/206082/206095,"6/6,9/3/5/6/5",98838.38,1
2023-11-04,IZMIR,5,1,odendi,206085/206087/206099/206082/206095,"6,9/3/5/6/5",4166.25,1
2023-11-04,IZMIR,4,1,odendi,206087/206099/206082/206095,3/5/6/5,1440.1,0
2023-11-04,IZMIR,3,1,odendi,206099/206082/206095,5/6/5,556.88,0
2023-11-04,IZMIR,6,2,odendi,206082/206095/206094/206083/206086/206097,6/5/1/7/4/6,40365.24,0
2023-11-04,IZMIR,5,2,odendi,206095/206094/206083/206086/206097,5/1/7/4/6,5031.36,0
2023-11-04,IZMIR,4,2,odendi,206094/206083/206086/206097,1/7/4/6,151.46,0
2023-11-04,IZMIR,3,2,odendi,206083/206086/206097,7/4/6,66.82,0
2023-11-05,ADANA,3,1,odendi,206123/206105/206115,1/3/4,25.48,0
2023-11-05,ADANA,6,1,odendi,206117/206121/206123/206105/206115/206122,5/4/1/3/4/4,2051.43,0
2023-11-05,ADANA,5,1,odendi,206121/206123/206105/206115/206122,4/1/3/4/4,143.16,0
2023-11-05,ADANA,6,2,odendi,206105/206115/206122/206119/206106/206120,3/4/4/1/8/7,6343.95,0
2023-11-05,ADANA,5,2,odendi,206115/206122/206119/206106/206120,4/4/1/8/7,1046.95,0
2023-11-05,ADANA,4,1,odendi,206122/206119/206106/206120,4/1/8/7,390.28,0
2023-11-05,ADANA,3,2,odendi,206119/206106/206120,1/8/7,50.05,0
2023-11-05,ISTANBUL,6,1,odendi,206107/206113/206118/206114/206112/206108,"2,4,5,8/4/1/1/7/3",10598.13,1
2023-11-05,ISTANBUL,5,1,odendi,206113/206118/206114/206112/206108,4/1/1/7/3,4290.35,0
2023-11-05,ISTANBUL,4,1,odendi,206118/206114/206112/206108,1/1/7/3,150.06,0
2023-11-05,ISTANBUL,3,1,odendi,206114/206112/206108,1/7/3,42.34,0
2023-11-05,ISTANBUL,6,2,odendi,206112/206108/206109/206111/206116/206110,7/3/3/3/4/2,1564.03,0
2023-11-05,ISTANBUL,5,2,odendi,206108/206109/206111/206116/206110,3/3/3/4/2,525.23,0
2023-11-05,ISTANBUL,4,2,odendi,206109/206111/206116/206110,3/3/4/2,182.98,0
2023-11-05,ISTANBUL,3,2,odendi,206111/206116/206110,3/4/2,84.72,0
2023-11-06,BURSA,3,1,odendi,206133/206131/206124,6/6/3,167.21,0
2023-11-06,BURSA,6,1,odendi,206125/206132/206133/206131/206124/206134,1/4/6/6/3/6,3196.33,0
2023-11-06,BURSA,5,1,odendi,206132/206133/206131/206124/206134,4/6/6/3/6,1990.2,0
2023-11-06,BURSA,6,2,odendi,206131/206124/206134/206129/206130/206128,6/3/6/3/8/1,1609.52,0
2023-11-06,BURSA,5,2,odendi,206124/206134/206129/206130/206128,3/6/3/8/1,359.61,0
2023-11-06,BURSA,4,1,odendi,206134/206129/206130/206128,6/3/8/1,65.94,0
2023-11-06,BURSA,3,2,odendi,206129/206130/206128,3/8/1,28.92,0
2023-11-06,ELAZIG,4,1,odendi,206127/206136/206126/206139,"1,2/1/2,3/1",10.34,1
2023-11-06,ELAZIG,3,1,odendi,206136/206126/206139,"1/2,3/1",11.86,1
2023-11-06,ELAZIG,6,1,odendi,206126/206139/206137/206140/206135/206138,"2,3/1/5/1/4/3,11",342.33,1
2023-11-06,ELAZIG,5,1,odendi,206139/206137/206140/206135/206138,"1/5/1/4/3,11",115.09,1
2023-11-06,ELAZIG,4,2,odendi,206137/206140/206135/206138,"5/1/4/3,11",98.7,1
2023-11-06,ELAZIG,3,2,odendi,206140/206135/206138,"1/4/3,11",34.15,1
2023-11-07,ADANA,6,1,odendi,206143/206154/206158/206144/206156/206153,12/2/2/12/1/9,2361.52,0
2023-11-07,ADANA,5,1,odendi,206154/206158/206144/206156/206153,2/2/12/1/9,577.66,0
2023-11-07,ADANA,4,1,odendi,206158/206144/206156/206153,2/12/1/9,424.86,0
2023-11-07,ADANA,3,1,odendi,206144/206156/206153,12/1/9,97.04,0
2023-11-07,ADANA,6,2,odendi,206156/206153/206155/206157/206159/206145,1/9/9/1/8/10,57475.43,0
2023-11-07,ADANA,5,2,odendi,206153/206155/206157/206159/206145,9/9/1/8/10,9818.46,0
2023-11-07,ADANA,4,2,odendi,206155/206157/206159/206145,9/1/8/10,6334.86,0
2023-11-07,ADANA,3,2,odendi,206157/206159/206145,1/8/10,1579.79,0
2023-11-07,KOCAELI,3,1,odendi,206146/206147/206149,4/7/9,179.43,0
2023-11-07,KOCAELI,6,1,odendi,206141/206148/206146/206147/206149/206150,"5/7/4/7/9/2,8",9547.15,1
2023-11-07,KOCAELI,5,1,odendi,206148/206146/206147/206149/206150,"7/4/7/9/2,8",1309.1,1
2023-11-07,KOCAELI,6,2,odendi,206147/206149/206150/206151/206142/206152,"7/9/2,8/3/8/1",4389.84,1
2023-11-07,KOCAELI,5,2,odendi,206149/206150/206151/206142/206152,"9/2,8/3/8/1",743.98,1
2023-11-07,KOCAELI,4,1,odendi,206150/206151/206142/206152,"2,8/3/8/1",123.92,1
2023-11-07,KOCAELI,3,2,odendi,206151/206142/206152,3/8/1,79.3,0
2023-11-08,ELAZIG,4,1,odendi,206163/206174/206176/206173,2/3/1/5,446.08,0
2023-11-08,ELAZIG,3,1,odendi,206174/206176/206173,3/1/5,335.62,0
2023-11-08,ELAZIG,6,1,odendi,206176/206173/206162/206171/206175/206172,"1/5/1/1/4,7/1",2442.9,1
2023-11-08,ELAZIG,5,1,odendi,206173/206162/206171/206175/206172,"5/1/1/4,7/1",563.38,1
2023-11-08,ELAZIG,4,2,odendi,206162/206171/206175/206172,"1/1/4,7/1",35.16,1
2023-11-08,ELAZIG,3,2,odendi,206171/206175/206172,"1/4,7/1",24.05,1
