tarih,sehir,sehir_id,kosu_no,kosu_sira,kazanan_mi,at_id,at_yas,kilo,jokey_id,sahip_id,antrenor_id,derece,ganyan_orani,ganyan,bitis,kazandi,at_isim,start_no,kilo_baz,kilo_fazla,kilo_top,yas,renk,cins,zaman_sn,tarih_dt,tarih_iso,race_id,izinli,isim_norm,irk
04/10/2024,Bursa,4,7,2,0,TEKÇAREM(4) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,6y a k,60,A.KURŞUN,HİKMET ÖYLÜ,T.BARDAKCI,2.01.43,2.15,2.15,2.0,0,TEKÇAREM,4,60.0,0.0,60.0,6,a,k,121.43,2024-10-04,2024-10-04,2024-10-04|Bursa|7,True,TEKÇAREM,
04/10/2024,Bursa,4,7,3,0,ADEN PERİSİ(5) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y k k,58,H.ÇİZİK,GÜNSEN SOYUPAK,M.U.TURAN,2.01.80,7.7,7.7,3.0,0,ADEN PERİSİ,5,58.0,0.0,58.0,5,k,k,121.8,2024-10-04,2024-10-04,2024-10-04|Bursa|7,True,ADEN PERİSİ,Arap
04/10/2024,Bursa,4,7,4,0,BELKIS ANA(6) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y a k,58,K.TOKAÇOĞLU,TUNCAY PALIT,R.KILIÇ,2.02.06,7.85,7.85,4.0,0,BELKIS ANA,6,58.0,0.0,58.0,4,a,k,122.06,2024-10-04,2024-10-04,2024-10-04|Bursa|7,True,BELKIS ANA,
04/10/2024,Bursa,4,7,5,0,BÜYÜK YILDIZ(3) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y a k,60,MER.ÇELİK,GÖKHAN YILDIZ,MİR.İPEK,2.02.17,3.95,3.95,5.0,0,BÜYÜK YILDIZ,3,60.0,0.0,60.0,5,a,k,122.17,2024-10-04,2024-10-04,2024-10-04|Bursa|7,True,BÜYÜK YILDIZ,
04/10/2024,Bursa,4,7,6,0,NEVESTA(1) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y a k,61,O.YILDIZ,SERKAN ALSANCAK,R.AKDUMAN,2.02.22,11.05,11.05,6.0,0,NEVESTA,1,61.0,0.0,61.0,4,a,k,122.22,2024-10-04,2024-10-04,2024-10-04|Bursa|7,True,NEVESTA,
04/10/2024,Bursa,4,7,7,0,BELİNAY HATUN(2) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder. GKR Göz koruyucu takılacağını ifade eder.,5y a k,60,T.YILDIZ,KEZİBAN GÜNDÜZELİ,D.KAYA,2.02.72,29.5,29.5,7.0,0,BELİNAY HATUN,2,60.0,0.0,60.0,5,a,k,122.72,2024-10-04,2024-10-04,2024-10-04|Bursa|7,True,BELİNAY HATUN,
04/10/2024,Bursa,4,8,1,1,DEHLİN(6) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,53 +1.60 Fazla Kilo,O.YILDIZ,MURAT ÇAĞIMNI,H.R.YEŞİLBUDAK,1.11.59,16.2,16.2,1.0,1,DEHLİN,6,53.0,1.6,54.6,2,d,e,71.59,2024-10-04,2024-10-04,2024-10-04|Bursa|8,True,DEHLİN,
04/10/2024,Bursa,4,8,2,0,COLTON(1) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. GKR Göz koruyucu takılacağını ifade eder.,2y d e,57,H.ÇİZİK,KENAN ELALDI,K.ELALDI,1.11.68,2.9,2.9,2.0,0,COLTON,1,57.0,0.0,57.0,2,d,e,71.68,2024-10-04,2024-10-04,2024-10-04|Bursa|8,True,COLTON,
04/10/2024,Bursa,4,8,3,0,ÇERKEZKÖYLÜ(4) SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,54,C.PASO AP Apranti,RAMAZAN YILMAZ,EM.KAYA,1.12.03,9.95,9.95,3.0,0,ÇERKEZKÖYLÜ,4,54.0,0.0,54.0,2,d,e,72.03,2024-10-04,2024-10-04,2024-10-04|Bursa|8,True,ÇERKEZKÖYLÜ,
04/10/2024,Bursa,4,8,4,0,KOZLUHAN(3) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder. ÖG Start makinasına önden giriş yapacağını ifade eder.,2y d e,57,T.ALICI,SERKAN UZUN,Y.GÜNDOĞDİ,1.12.59,2.95,2.95,4.0,0,KOZLUHAN,3,57.0,0.0,57.0,2,d,e,72.59,2024-10-04,2024-10-04,2024-10-04|Bursa|8,True,KOZLUHAN,
04/10/2024,Bursa,4,8,5,0,STRAKHOV(5) SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,54 +1.70 Fazla Kilo,MER.ÇELİK,BÜLENT TAŞÇI,A.ÖZGEN,1.13.41,2.25,2.25,5.0,0,STRAKHOV,5,54.0,1.7,55.7,2,d,e,73.41,2024-10-04,2024-10-04,2024-10-04|Bursa|8,True,STRAKHOV,
04/10/2024,Bursa,4,8,6,0,HASKÖY FIRTINASI(2) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y a e,57,N.AVCİ,YALÇIN TÜRE,MEH.KAYA,1.15.41,19.45,19.45,6.0,0,HASKÖY FIRTINASI,2,57.0,0.0,57.0,2,a,e,75.41,2024-10-04,2024-10-04,2024-10-04|Bursa|8,True,HASKÖY FIRTINASI,
04/10/2024,Bursa,4,9,1,1,TIME MAGIC(7) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y d k,"54,5 +1.10 Fazla Kilo",MER.ÇELİK,EROL ÇEBİ,E.USLU,1.23.40,14.9,14.9,1.0,1,TIME MAGIC,7,54.0,1.1,55.1,4,d,k,83.4,2024-10-04,2024-10-04,2024-10-04|Bursa|9,True,TIME MAGIC,
04/10/2024,Bursa,4,9,2,0,CATIMINI(8) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y d d,"51,5 +1.80 Fazla Kilo",S.ALTAY AP Apranti,FERİT SARAK,G.ŞEN,1.23.47,8.25,8.25,2.0,0,CATIMINI,8,51.0,1.8,52.8,3,d,d,83.47,2024-10-04,2024-10-04,2024-10-04|Bursa|9,True,CATIMINI,
04/10/2024,Bursa,4,9,3,0,DREAMLINER(5) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y k k,56,MAH.TURAN,SEDAT İNAL,M.A.TURAN,1.23.54,2.95,2.95,3.0,0,DREAMLINER,5,56.0,0.0,56.0,4,k,k,83.54,2024-10-04,2024-10-04,2024-10-04|Bursa|9,True,DREAMLINER,
04/10/2024,Bursa,4,9,4,0,RAIN MELODY(1) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y d k,61,İ.S.SÖĞÜT AP Apranti,SOLAIMAN IRHAIM,E.USLU,1.23.94,10.9,10.9,4.0,0,RAIN MELODY,1,61.0,0.0,61.0,4,d,k,83.94,2024-10-04,2024-10-04,2024-10-04|Bursa|9,True,RAIN MELODY,
04/10/2024,Bursa,4,9,5,0,SILVER HORSESHOE(10) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d d,"50,5 +2.00 Fazla Kilo",F.KARAKURT AP Apranti,UMUR ÖZARAR,D.KAYA,1.24.05,31.85,31.85,5.0,0,SILVER HORSESHOE,10,50.0,2.0,52.0,3,d,d,84.05,2024-10-04,2024-10-04,2024-10-04|Bursa|9,True,SILVER HORSESHOE,
04/10/2024,Bursa,4,9,6,0,ROZERYA(11),4y d k,"51,5 +1.50 Fazla Kilo",C.PASO AP Apranti,RAMAZAN YILMAZ,EM.KAYA,1.24.06,7.7,7.7,6.0,0,ROZERYA,11,51.0,1.5,52.5,4,d,k,84.06,2024-10-04,2024-10-04,2024-10-04|Bursa|9,True,ROZERYA,
04/10/2024,Bursa,4,9,7,0,WINTER MY LOVE(3) K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,4y k k,"61,5",N.AVCİ,MESUT YILDIRIM,U.YOĞURTCU,1.24.19,7.65,7.65,7.0,0,WINTER MY LOVE,3,61.0,0.0,61.0,4,k,k,84.19,2024-10-04,2024-10-04,2024-10-04|Bursa|9,True,WINTER MY LOVE,
04/10/2024,Bursa,4,9,8,0,TIROL HOPE(2) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y d k,62,T.YILDIZ,BURCU KUTLU,M.M.İNAL,1.24.52,22.6,22.6,8.0,0,TIROL HOPE,2,62.0,0.0,62.0,4,d,k,84.52,2024-10-04,2024-10-04,2024-10-04|Bursa|9,True,TIROL HOPE,
04/10/2024,Bursa,4,9,9,0,PRENSES ARYA(9) K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,4y d k,53 +1.20 Fazla Kilo,G.YILDIZ,OKTAY KARAKÖSEOĞLU,R.COŞKUN,1.24.55,19.95,19.95,9.0,0,PRENSES ARYA,9,53.0,1.2,54.2,4,d,k,84.55,2024-10-04,2024-10-04,2024-10-04|Bursa|9,True,PRENSES ARYA,
04/10/2024,Bursa,4,9,10,0,MOYA AZRA(6) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y d k,"52,5",E.KADİRLER AP Apranti,SELİM ACARİŞ,E.TURAN,1.24.58,10.0,10.0,10.0,0,MOYA AZRA,6,52.0,0.0,52.0,4,d,k,84.58,2024-10-04,2024-10-04,2024-10-04|Bursa|9,True,MOYA AZRA,
04/10/2024,Bursa,4,9,11,0,LOVESUN(4) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y d d,"56,5",S.TIRPAN,VOLKAN YOZGATLI,Y.GÜNDOĞDİ,1.25.49,4.8,4.8,11.0,0,LOVESUN,4,56.0,0.0,56.0,3,d,d,85.49,2024-10-04,2024-10-04,2024-10-04|Bursa|9,True,LOVESUN,
04/10/2024,Bursa,4,9,12,0,DİLBER(12) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder. GKR Göz koruyucu takılacağını ifade eder.,5y d k,50 +1.90 Fazla Kilo,Z.KARABULUT AP Apranti,ONUR TÜRKER,M.ÖZGÜL,1.28.09,47.2,47.2,12.0,0,DİLBER,12,50.0,1.9,51.9,5,d,k,88.09,2024-10-04,2024-10-04,2024-10-04|Bursa|9,True,DİLBER,
04/10/2024,İstanbul,1,1,1,1,TUTKUNLAR(9) KG Kapalı gözlük takılacağını ifade eder.,3y a e,57,F.S.M.SANSAR AP Apranti,KÜRŞAT OĞUZHAN ÇİFTÇİ,MÜC.KAYA,1.18.13,23.55,23.55,1.0,1,TUTKUNLAR,9,57.0,0.0,57.0,3,a,e,78.13,2024-10-04,2024-10-04,2024-10-04|İstanbul|1,True,TUTKUNLAR,
04/10/2024,İstanbul,1,1,2,0,AŞKINOĞLU(1) KG Kapalı gözlük takılacağını ifade eder.,3y k e,57,A.YILDIZ,TANER TEMELKURAN,Y.DEMİRKIRAN,1.19.56,3.85,3.85,2.0,0,AŞKINOĞLU,1,57.0,0.0,57.0,3,k,e,79.56,2024-10-04,2024-10-04,2024-10-04|İstanbul|1,True,AŞKINOĞLU,
04/10/2024,İstanbul,1,1,3,0,RAVENCO(5) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,57,A.ÇELİK,DORUK SÖKMEN,HAMZ.KAYA,1.19.78,2.9,2.9,3.0,0,RAVENCO,5,57.0,0.0,57.0,3,a,e,79.78,2024-10-04,2024-10-04,2024-10-04|İstanbul|1,True,RAVENCO,
04/10/2024,İstanbul,1,1,4,0,DOĞANIN GÜCÜ(3) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,3y d e,57,B.ÇIĞLA AP Apranti,CEM NARİN,S.DURGUÇ,1.20.20,35.9,35.9,4.0,0,DOĞANIN GÜCÜ,3,57.0,0.0,57.0,3,d,e,80.2,2024-10-04,2024-10-04,2024-10-04|İstanbul|1,True,DOĞANIN GÜCÜ,
04/10/2024,İstanbul,1,1,5,0,GÜLBEN HANIM(10) SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a d,55,MÜS.ÇELİK,ELİF AKIN,A.KURT,1.20.34,12.2,12.2,5.0,0,GÜLBEN HANIM,10,55.0,0.0,55.0,3,a,d,80.34,2024-10-04,2024-10-04,2024-10-04|İstanbul|1,True,GÜLBEN HANIM,
04/10/2024,İstanbul,1,1,6,0,TUNÇBERK(8) K Kulaklık takılacağını ifade eder.,3y k e,57 +0.20 Fazla Kilo,M.AKYAVUZ,F.SEDAT DAĞYUDAN,M.KORKMAZ,1.20.42,2.6,2.6,6.0,0,TUNÇBERK,8,57.0,0.2,57.2,3,k,e,80.42,2024-10-04,2024-10-04,2024-10-04|İstanbul|1,True,TUNÇBERK,
04/10/2024,İstanbul,1,1,7,0,ROJ SEMEND(6) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k e,57 +0.20 Fazla Kilo,K.GÖKÇE AP Apranti,ALİ PASO,HAMZ.KAYA,1.21.92,51.4,51.4,7.0,0,ROJ SEMEND,6,57.0,0.2,57.2,3,k,e,81.92,2024-10-04,2024-10-04,2024-10-04|İstanbul|1,True,ROJ SEMEND,
04/10/2024,İstanbul,1,1,8,0,SABIRLITAY(11) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k d,55,M.A.AKGÖBEK AP Apranti,MÜSLÜM ŞİMŞEK,SEN.ŞEN,1.22.06,64.35,64.35,8.0,0,SABIRLITAY,11,55.0,0.0,55.0,3,k,d,82.06,2024-10-04,2024-10-04,2024-10-04|İstanbul|1,True,SABIRLITAY,
04/10/2024,İstanbul,1,1,9,0,TEPEBAŞI(7) SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k e,57,O.ÖZTÜRK,NİMET ARİF KURTEL,B.ŞANDAN,1.22.24,25.15,25.15,9.0,0,TEPEBAŞI,7,57.0,0.0,57.0,3,k,e,82.24,2024-10-04,2024-10-04,2024-10-04|İstanbul|1,True,TEPEBAŞI,
04/10/2024,İstanbul,1,1,10,0,GÖK YELE(4),3y a e,57 +0.70 Fazla Kilo,M.KAYA,RAMAZAN YILMAZ,Z.KAYA,1.22.53,10.35,10.35,10.0,0,GÖK YELE,4,57.0,0.7,57.7,3,a,e,82.53,2024-10-04,2024-10-04,2024-10-04|İstanbul|1,True,GÖK YELE,
04/10/2024,İstanbul,1,1,11,0,AYBOĞA ATEŞİ(2) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,3y a e,57,M.S.ÇELİK,BAHAR AYBOĞA YAMAN,Ü.AYBOĞA,1.40.17,38.25,38.25,11.0,0,AYBOĞA ATEŞİ,2,57.0,0.0,57.0,3,a,e,100.17,2024-10-04,2024-10-04,2024-10-04|İstanbul|1,True,AYBOĞA ATEŞİ,
04/10/2024,İstanbul,1,2,1,1,ENGİNTRON(2) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,58,A.SÖZEN,ADEM ERDÖLEK,C.GÖNÜLTAŞ,2.33.26,6.05,6.05,1.0,1,ENGİNTRON,2,58.0,0.0,58.0,3,d,e,153.26,2024-10-04,2024-10-04,2024-10-04|İstanbul|2,True,ENGİNTRON,
04/10/2024,İstanbul,1,2,2,0,ABDÜL(1) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,61,G.KOCAKAYA,NECATİ DEMİRKOL,Z.GÜNELİ,2.33.99,1.3,1.3,2.0,0,ABDÜL,1,61.0,0.0,61.0,3,d,e,153.99,2024-10-04,2024-10-04,2024-10-04|İstanbul|2,True,ABDÜL,Ingiliz
04/10/2024,İstanbul,1,2,3,0,DEA FORTUNA(4) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d d,54 +0.60 Fazla Kilo,A.YILDIZ,TOLGA ÇELİK,S.ALTINDAĞ,2.34.37,14.5,14.5,3.0,0,DEA FORTUNA,4,54.0,0.6,54.6,3,d,d,154.37,2024-10-04,2024-10-04,2024-10-04|İstanbul|2,True,DEA FORTUNA,
04/10/2024,İstanbul,1,2,4,0,MEKSİKALI PROTEO(5) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,54 +0.80 Fazla Kilo,M.S.ÇELİK,MURAT ERŞAHİN,H.ACAR,2.34.39,10.05,10.05,4.0,0,MEKSİKALI PROTEO,5,54.0,0.8,54.8,3,d,e,154.39,2024-10-04,2024-10-04,2024-10-04|İstanbul|2,True,MEKSİKALI PROTEO,
04/10/2024,İstanbul,1,2,5,0,NICOLICA(6) KG Kapalı gözlük takılacağını ifade eder.,3y d d,52 +0.90 Fazla Kilo,A.KAÇMAZ,ADİL MERT KAYA,T.TAŞAR,2.35.31,16.0,16.0,5.0,0,NICOLICA,6,52.0,0.9,52.9,3,d,d,155.31,2024-10-04,2024-10-04,2024-10-04|İstanbul|2,True,NICOLICA,
04/10/2024,İstanbul,1,2,0,0,KESRİK AĞASI(3) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,58 +0.50 Fazla Kilo,M.DEMİRBAŞ,YUNUS KARAKOÇ,F.A.YEŞİLBUDAK,Derecesiz,5.05,5.05,0.0,0,KESRİK AĞASI,3,58.0,0.5,58.5,3,d,e,,2024-10-04,2024-10-04,2024-10-04|İstanbul|2,True,KESRİK AĞASI,
04/10/2024,İstanbul,1,3,1,1,"VAHŞİ BAWIKAL(4) t 520.000,00 TL K Kulaklık takılacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder.",2y a e,57,MÜS.ÇELİK,SEYDİ AKYILDIRIM,A.E.KARAKURT,1.17.59,1.45,1.45,1.0,1,VAHŞİ BAWIKAL,4,57.0,0.0,57.0,2,a,e,77.59,2024-10-04,2024-10-04,2024-10-04|İstanbul|3,True,VAHŞİ BAWIKAL,
04/10/2024,İstanbul,1,3,2,0,"EASTERN PILOT(1) t 520.000,00 TL KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.",2y d e,57 +0.20 Fazla Kilo,K.GÖKÇE AP Apranti,KASIM TAŞKIRAN,C.TURAN,1.18.22,15.85,15.85,2.0,0,EASTERN PILOT,1,57.0,0.2,57.2,2,d,e,78.22,2024-10-04,2024-10-04,2024-10-04|İstanbul|3,True,EASTERN PILOT,
04/10/2024,İstanbul,1,3,3,0,"ROCK EMPIRE(3) t 520.000,00 TL DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.",2y d e,57 +0.70 Fazla Kilo,M.KAYA,SELİM KAYA,V.KARAKUŞ,1.18.30,5.95,5.95,3.0,0,ROCK EMPIRE,3,57.0,0.7,57.7,2,d,e,78.3,2024-10-04,2024-10-04,2024-10-04|İstanbul|3,True,ROCK EMPIRE,
04/10/2024,İstanbul,1,3,4,0,"ELECTRESS(5) t 520.000,00 TL KG Kapalı gözlük takılacağını ifade eder.",2y d d,55,A.YILDIZ,M.YAVUZ SALİHOĞLU,H.ALTUNBAŞ,1.18.56,12.95,12.95,4.0,0,ELECTRESS,5,55.0,0.0,55.0,2,d,d,78.56,2024-10-04,2024-10-04,2024-10-04|İstanbul|3,True,ELECTRESS,
04/10/2024,İstanbul,1,3,5,0,"OĞLUM SALİH(2) t 520.000,00 TL DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.",2y d e,57,G.KOCAKAYA,MAHİR TEKİNALP,İS.TEKİNALP,1.18.66,2.85,2.85,5.0,0,OĞLUM SALİH,2,57.0,0.0,57.0,2,d,e,78.66,2024-10-04,2024-10-04,2024-10-04|İstanbul|3,True,OĞLUM SALİH,
04/10/2024,İstanbul,1,3,,0,"PASSIONATE POWER(6) t 520.000,00 TL KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. (Koşmaz)",2y d d,55,M.S.ÇELİK,RODA BARLIK,G.SÜTCÜ,Koşmaz,,,,0,PASSIONATE POWER,6,55.0,0.0,55.0,2,d,d,,2024-10-04,2024-10-04,2024-10-04|İstanbul|3,True,PASSIONATE POWER,
04/10/2024,İstanbul,1,4,1,1,TEK DEMİRKIR(3) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,2y d e,59,S.KAYA,MAHMUT KARAKEÇİ,A.E.KARAKURT,1.31.99,2.65,2.65,1.0,1,TEK DEMİRKIR,3,59.0,0.0,59.0,2,d,e,91.99,2024-10-04,2024-10-04,2024-10-04|İstanbul|4,True,TEK DEMİRKIR,
04/10/2024,İstanbul,1,4,2,0,SİAN(1) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,2y a e,60,M.S.ÇELİK,GÜLİZAR YANIK,C.KATI,1.33.01,6.05,6.05,2.0,0,SİAN,1,60.0,0.0,60.0,2,a,e,93.01,2024-10-04,2024-10-04,2024-10-04|İstanbul|4,True,SİAN,
04/10/2024,İstanbul,1,4,3,0,FATHER MEHMET(2),2y d e,59,H.KARATAŞ,VELAT BAYBAŞİN,A.BOZKURT,1.33.23,1.6,1.6,3.0,0,FATHER MEHMET,2,59.0,0.0,59.0,2,d,e,93.23,2024-10-04,2024-10-04,2024-10-04|İstanbul|4,True,FATHER MEHMET,
04/10/2024,İstanbul,1,4,4,0,TALENTED SOUL(4) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,53 +0.70 Fazla Kilo,F.S.M.SANSAR AP Apranti,HALUK CANÇEKER,M.ÖZDİL,1.34.63,7.3,7.3,4.0,0,TALENTED SOUL,4,53.0,0.7,53.7,2,d,e,94.63,2024-10-04,2024-10-04,2024-10-04|İstanbul|4,True,TALENTED SOUL,
04/10/2024,İstanbul,1,4,5,0,WARRIOR QUEEN(6) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,51 +1.70 Fazla Kilo,A.KAÇMAZ,SELİM KAYA,V.KARAKUŞ,1.37.19,20.5,20.5,5.0,0,WARRIOR QUEEN,6,51.0,1.7,52.7,2,d,d,97.19,2024-10-04,2024-10-04,2024-10-04|İstanbul|4,True,WARRIOR QUEEN,
04/10/2024,İstanbul,1,4,,0,PRİNCESA ADA(5) SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder. (Koşmaz),2y d d,52,MÜS.ÇELİK,GÜLİZAR YANIK,C.KATI,Koşmaz,,,,0,PRİNCESA ADA,5,52.0,0.0,52.0,2,d,d,,2024-10-04,2024-10-04,2024-10-04|İstanbul|4,True,PRİNCESA ADA,
04/10/2024,İstanbul,1,5,1,1,ÖNCÜÖZGÜR(8) K Kulaklık takılacağını ifade eder.,3y a e,57 +0.40 Fazla Kilo,M.KAYA,NİMET ARİF KURTEL,KEM.DEMİR,1.20.07,3.0,3.0,1.0,1,ÖNCÜÖZGÜR,8,57.0,0.4,57.4,3,a,e,80.07,2024-10-04,2024-10-04,2024-10-04|İstanbul|5,True,ÖNCÜÖZGÜR,
04/10/2024,İstanbul,1,5,2,0,ELZEMKIZ(11) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a d,55 +1.70 Fazla Kilo,K.GÖKÇE AP Apranti,GÖKHAN EZER,MAH.BAYKARA,1.20.16,17.6,17.6,2.0,0,ELZEMKIZ,11,55.0,1.7,56.7,3,a,d,80.16,2024-10-04,2024-10-04,2024-10-04|İstanbul|5,True,ELZEMKIZ,
04/10/2024,İstanbul,1,5,3,0,MESUTCAN(7) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,3y k e,57,G.KOCAKAYA,MAHMUT ÇADIRCI,H.TURAN,1.20.63,6.95,6.95,3.0,0,MESUTCAN,7,57.0,0.0,57.0,3,k,e,80.63,2024-10-04,2024-10-04,2024-10-04|İstanbul|5,True,MESUTCAN,
04/10/2024,İstanbul,1,5,4,0,ASAF ABİ(1) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,3y a e,57,M.N.SUNKAR AP Apranti,KÜRŞAT OĞUZHAN ÇİFTÇİ,M.ARSLAN,1.20.68,10.35,10.35,4.0,0,ASAF ABİ,1,57.0,0.0,57.0,3,a,e,80.68,2024-10-04,2024-10-04,2024-10-04|İstanbul|5,True,ASAF ABİ,
04/10/2024,İstanbul,1,5,5,0,TABO NO MAGO(10) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,3y k e,57,MÜS.ÇELİK,MEHMET ZİYA ÖZHAMURKAR,T.KURT,1.20.71,8.6,8.6,5.0,0,TABO NO MAGO,10,57.0,0.0,57.0,3,k,e,80.71,2024-10-04,2024-10-04,2024-10-04|İstanbul|5,True,TABO NO MAGO,
04/10/2024,İstanbul,1,5,6,0,BÜYÜK MACELAN(3) DB Dilinin bağlanacağını ifade eder.,3y a e,57,H.KARATAŞ,GÖKHAN ALVEROĞLU,Y.DEMİRKIRAN,1.20.94,4.95,4.95,6.0,0,BÜYÜK MACELAN,3,57.0,0.0,57.0,3,a,e,80.94,2024-10-04,2024-10-04,2024-10-04|İstanbul|5,True,BÜYÜK MACELAN,
04/10/2024,İstanbul,1,5,7,0,BALKAN ATEŞİ(2),3y a e,57 +0.40 Fazla Kilo,M.DEMİRBAŞ,İBRAHİM KILIÇ,SEN.GÖKÇE,1.20.99,24.25,24.25,7.0,0,BALKAN ATEŞİ,2,57.0,0.4,57.4,3,a,e,80.99,2024-10-04,2024-10-04,2024-10-04|İstanbul|5,True,BALKAN ATEŞİ,
