tarih,sehir,sehir_id,kosu_no,kosu_sira,kazanan_mi,at_id,at_yas,kilo,jokey_id,sahip_id,antrenor_id,derece,ganyan_orani,ganyan,bitis,kazandi,at_isim,start_no,kilo_baz,kilo_fazla,kilo_top,yas,renk,cins,zaman_sn,tarih_dt,tarih_iso,race_id,izinli,isim_norm,irk
01/11/2024,Şanlıurfa,7,6,7,0,LAST SEAGULL(1) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k e,59,M.DOĞAN,YAŞAR ÖZKAN,N.DOĞAN,1.36.50,9.7,9.7,7.0,0,LAST SEAGULL,1,59.0,0.0,59.0,3,k,e,96.5,2024-11-01,2024-11-01,2024-11-01|Şanlıurfa|6,False,LAST SEAGULL,
01/11/2024,Şanlıurfa,7,6,8,0,NEHİR ADA(4) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a d,54 +1.80 Fazla Kilo,B.SARIDAL AP Apranti,MUSTAFA SARIDAL,M.E.SARIDAL,1.37.85,20.55,20.55,8.0,0,NEHİR ADA,4,54.0,1.8,55.8,3,a,d,97.85,2024-11-01,2024-11-01,2024-11-01|Şanlıurfa|6,False,NEHİR ADA,
01/11/2024,Şanlıurfa,7,6,9,0,ÇELİK İBO(7) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,53 +2.00 Fazla Kilo,A.H.BAYAR AP Apranti,MEHMET ÇELİK,A.E.KARAKURT,1.37.87,49.9,49.9,9.0,0,ÇELİK İBO,7,53.0,2.0,55.0,3,a,e,97.87,2024-11-01,2024-11-01,2024-11-01|Şanlıurfa|6,False,ÇELİK İBO,
01/11/2024,Şanlıurfa,7,6,10,0,TÜRTAÇ(5) K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y k d,57,İ.KATAR,RAMAZAN DOĞAN,S.KARAKEÇİLİ,1.38.37,4.65,4.65,10.0,0,TÜRTAÇ,5,57.0,0.0,57.0,3,k,d,98.37,2024-11-01,2024-11-01,2024-11-01|Şanlıurfa|6,False,TÜRTAÇ,
01/11/2024,Şanlıurfa,7,6,11,0,ŞAHVELİKAYA(10) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k e,52 +1.60 Fazla Kilo,M.A.AKGÖBEK AP Apranti,HALİL AKGÖBEK,G.BALTA,1.39.43,18.25,18.25,11.0,0,ŞAHVELİKAYA,10,52.0,1.6,53.6,3,k,e,99.43,2024-11-01,2024-11-01,2024-11-01|Şanlıurfa|6,False,ŞAHVELİKAYA,
01/11/2024,Şanlıurfa,7,6,12,0,BİPERVA(12) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,3y k d,51,T.YILMAZ AP Apranti,ÜMİT KORKMAZ,A.TOPRAK,1.41.92,60.45,60.45,12.0,0,BİPERVA,12,51.0,0.0,51.0,3,k,d,101.92,2024-11-01,2024-11-01,2024-11-01|Şanlıurfa|6,False,BİPERVA,
01/11/2024,Şanlıurfa,7,6,13,0,ASLIKAN KIZI(6) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a d,55 +0.50 Fazla Kilo,İ.AKYAVUZ,FUAT ARSLAN,Y.BAYSAL,1.42.59,5.25,5.25,13.0,0,ASLIKAN KIZI,6,55.0,0.5,55.5,3,a,d,102.59,2024-11-01,2024-11-01,2024-11-01|Şanlıurfa|6,False,ASLIKAN KIZI,
01/11/2024,Şanlıurfa,7,6,14,0,CAN KUZEN(18) K Kulaklık takılacağını ifade eder.,3y k e,56 +1.70 Fazla Kilo,M.IŞIK AP Apranti,SELAMİ ARSLAN,M.E.SARIDAL,1.45.11,54.3,54.3,14.0,0,CAN KUZEN,18,56.0,1.7,57.7,3,k,e,105.11,2024-11-01,2024-11-01,2024-11-01|Şanlıurfa|6,False,CAN KUZEN,
01/11/2024,Şanlıurfa,7,6,15,0,ZIMZIM(13) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k d,54 +2.00 Fazla Kilo,MEH.PARLAK AP Apranti,MURAT ERCAN,A.TOPRAK,1.48.15,71.35,71.35,15.0,0,ZIMZIM,13,54.0,2.0,56.0,3,k,d,108.15,2024-11-01,2024-11-01,2024-11-01|Şanlıurfa|6,False,ZIMZIM,
01/11/2024,Şanlıurfa,7,6,16,0,BEZANTAY(14) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y k e,55 +2.00 Fazla Kilo,A.ÇANKAYA AP Apranti,MEHMET GARİP BECENE,İ.H.GÜRLER,1.53.51,17.35,17.35,16.0,0,BEZANTAY,14,55.0,2.0,57.0,3,k,e,113.51,2024-11-01,2024-11-01,2024-11-01|Şanlıurfa|6,False,BEZANTAY,
01/11/2024,Şanlıurfa,7,6,17,0,METEMAN(8) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y a e,52 +1.60 Fazla Kilo,M.ŞAKİR AP Apranti,FERİDE TOYDEMİR YILDIZ,D.DEMİRKAPU,1.55.54,46.35,46.35,17.0,0,METEMAN,8,52.0,1.6,53.6,3,a,e,115.54,2024-11-01,2024-11-01,2024-11-01|Şanlıurfa|6,False,METEMAN,
01/11/2024,Şanlıurfa,7,6,18,0,TAYABAK(17) KG Kapalı gözlük takılacağını ifade eder.,3y a d,53,M.BAL AP Apranti,FIRAT KÖKSAL,M.ÇİÇEK,2.03.85,43.65,43.65,18.0,0,TAYABAK,17,53.0,0.0,53.0,3,a,d,123.85,2024-11-01,2024-11-01,2024-11-01|Şanlıurfa|6,False,TAYABAK,
02/11/2024,Ankara,2,1,1,1,ORÇUNTAY(5) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,57,MÜS.ÇELİK,AİT ÇELİK,A.E.BAŞ,1.34.77,3.85,3.85,1.0,1,ORÇUNTAY,5,57.0,0.0,57.0,3,a,e,94.77,2024-11-02,2024-11-02,2024-11-02|Ankara|1,True,ORÇUNTAY,
02/11/2024,Ankara,2,1,2,0,ATLI QUEEN(8) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,3y k d,55 +0.40 Fazla Kilo,SAL.ÇELİK AP Apranti,ŞEREF ATLI,Ü.ARSLAN,1.35.29,5.65,5.65,2.0,0,ATLI QUEEN,8,55.0,0.4,55.4,3,k,d,95.29,2024-11-02,2024-11-02,2024-11-02|Ankara|1,True,ATLI QUEEN,
02/11/2024,Ankara,2,1,3,0,KİREMİTÇİ(4) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder. SGKR Ring mahalinden starta Kadar göz koruyucu ile gideceğini ifade eder.,3y k e,57,M.S.ÇELİK,KEMAL ALTIN,A.E.BAŞ,1.35.60,18.15,18.15,3.0,0,KİREMİTÇİ,4,57.0,0.0,57.0,3,k,e,95.6,2024-11-02,2024-11-02,2024-11-02|Ankara|1,True,KİREMİTÇİ,
02/11/2024,Ankara,2,1,4,0,LORD ŞAHI(1) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k e,58,M.N.SUNKAR AP Apranti,AHMET ŞAHİN,İ.ÇEÇAN,1.35.72,2.25,2.25,4.0,0,LORD ŞAHI,1,58.0,0.0,58.0,3,k,e,95.72,2024-11-02,2024-11-02,2024-11-02|Ankara|1,True,LORD ŞAHI,
02/11/2024,Ankara,2,1,5,0,SARIKARTAL(6) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,57 +0.50 Fazla Kilo,T.YILDIZ,YUNUS ADVAN,R.TAŞDELEN,1.35.92,57.9,57.9,5.0,0,SARIKARTAL,6,57.0,0.5,57.5,3,a,e,95.92,2024-11-02,2024-11-02,2024-11-02|Ankara|1,True,SARIKARTAL,
02/11/2024,Ankara,2,1,6,0,HATUNANA(7) K Kulaklık takılacağını ifade eder.,3y d d,56 +1.30 Fazla Kilo,İSM.YILDIRIM AP Apranti,FERİDE TURAN,H.TURAN,1.36.65,7.25,7.25,6.0,0,HATUNANA,7,56.0,1.3,57.3,3,d,d,96.65,2024-11-02,2024-11-02,2024-11-02|Ankara|1,True,HATUNANA,
02/11/2024,Ankara,2,1,7,0,TUĞKANTAY(2) DB Dilinin bağlanacağını ifade eder.,3y a e,57 +0.10 Fazla Kilo,F.S.M.SANSAR AP Apranti,FERAT ÖZKAN,AYC.POLAT,1.37.19,25.75,25.75,7.0,0,TUĞKANTAY,2,57.0,0.1,57.1,3,a,e,97.19,2024-11-02,2024-11-02,2024-11-02|Ankara|1,True,TUĞKANTAY,
02/11/2024,Ankara,2,1,8,0,RENKLİKIZ(10),3y a d,55,M.KESKİN,İBRAHİM HALİL ARSLAN,ÇET.ARSLAN,1.42.76,55.75,55.75,8.0,0,RENKLİKIZ,10,55.0,0.0,55.0,3,a,d,102.76,2024-11-02,2024-11-02,2024-11-02|Ankara|1,True,RENKLİKIZ,
02/11/2024,Ankara,2,1,9,0,BEYAZ LOTUS(9) SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k d,55 +1.00 Fazla Kilo,M.G.ARSLAN,MÜSLÜM ŞİMŞEK,MER.KORKMAZ,1.46.91,58.55,58.55,9.0,0,BEYAZ LOTUS,9,55.0,1.0,56.0,3,k,d,106.91,2024-11-02,2024-11-02,2024-11-02|Ankara|1,True,BEYAZ LOTUS,
02/11/2024,Ankara,2,1,10,0,BOZOKASLANI(3) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,57 +0.50 Fazla Kilo,U.TEMUR,SALİH ERASLAN,H.GÜNEY,2.35.35,66.75,66.75,10.0,0,BOZOKASLANI,3,57.0,0.5,57.5,3,a,e,155.35,2024-11-02,2024-11-02,2024-11-02|Ankara|1,True,BOZOKASLANI,
02/11/2024,Ankara,2,2,1,1,LUKA MAGIC(5) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,50 +2.00 Fazla Kilo,M.BAYIR,YÜKSEL GÖKTÜRK,İS.TEKİNALP,2.16.92,1.95,1.95,1.0,1,LUKA MAGIC,5,50.0,2.0,52.0,3,d,e,136.92,2024-11-02,2024-11-02,2024-11-02|Ankara|2,True,LUKA MAGIC,
02/11/2024,Ankara,2,2,2,0,ESTIMATE(1) SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y d k,60,SAL.ÇELİK AP Apranti,SEHER ETİ,H.DEMİR,2.17.65,8.75,8.75,2.0,0,ESTIMATE,1,60.0,0.0,60.0,4,d,k,137.65,2024-11-02,2024-11-02,2024-11-02|Ankara|2,True,ESTIMATE,
02/11/2024,Ankara,2,2,3,0,RAYMOND REDDINGTON(2) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y d a,"60,5",M.N.SUNKAR AP Apranti,ANNA KÖSEALİ,O.BULUT,2.18.40,3.6,3.6,3.0,0,RAYMOND REDDINGTON,2,60.0,0.0,60.0,4,d,a,138.4,2024-11-02,2024-11-02,2024-11-02|Ankara|2,True,RAYMOND REDDINGTON,
02/11/2024,Ankara,2,2,4,0,EXPRESS(6) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,50 +2.00 Fazla Kilo,ER.CANKILIÇ AP Apranti,MUSTAFA TÜZÜN,Ş.AYDEMİR,2.18.99,21.1,21.1,4.0,0,EXPRESS,6,50.0,2.0,52.0,3,d,e,138.99,2024-11-02,2024-11-02,2024-11-02|Ankara|2,True,EXPRESS,
02/11/2024,Ankara,2,2,5,0,GEL OGLİM(3) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y d a,59,F.ÇETİN AP Apranti,SAVAŞ ERCÜMENT BECENE,S.BECENE,2.20.63,23.65,23.65,5.0,0,GEL OGLİM,3,59.0,0.0,59.0,4,d,a,140.63,2024-11-02,2024-11-02,2024-11-02|Ankara|2,True,GEL OGLİM,
02/11/2024,Ankara,2,2,6,0,CRIMEAN WOLF(4) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,"50,5 +2.00 Fazla Kilo",M.KESKİN,ALİ ERKAN YILMAZ,M.YALÇIN,2.20.64,5.1,5.1,6.0,0,CRIMEAN WOLF,4,50.0,2.0,52.0,3,d,e,140.64,2024-11-02,2024-11-02,2024-11-02|Ankara|2,True,CRIMEAN WOLF,
02/11/2024,Ankara,2,3,1,1,LORDUM(1) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y k a,63,G.KOCAKAYA,AHMET ŞAHİN,İ.ÇEÇAN,1.45.94,3.15,3.15,1.0,1,LORDUM,1,63.0,0.0,63.0,4,k,a,105.94,2024-11-02,2024-11-02,2024-11-02|Ankara|3,True,LORDUM,
02/11/2024,Ankara,2,3,2,0,AZİMLİ(5) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,4y a a,"58,5",H.ÇİZİK,EMİN TURAN,H.ATAŞ,1.46.16,3.15,3.15,2.0,0,AZİMLİ,5,58.0,0.0,58.0,4,a,a,106.16,2024-11-02,2024-11-02,2024-11-02|Ankara|3,True,AZİMLİ,
02/11/2024,Ankara,2,3,3,0,ATABEYLİ(4) KG Kapalı gözlük takılacağını ifade eder.,4y a a,57 +0.10 Fazla Kilo,İSM.YILDIRIM AP Apranti,MURAT YILDIZ,Ü.ARSLAN,1.46.17,9.7,9.7,3.0,0,ATABEYLİ,4,57.0,0.1,57.1,4,a,a,106.17,2024-11-02,2024-11-02,2024-11-02|Ankara|3,True,ATABEYLİ,
02/11/2024,Ankara,2,3,4,0,KILIÇ İBO(3) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,4y k a,"58,5",M.N.SUNKAR AP Apranti,ALİ RIZA KÖSEALİ,O.BULUT,1.46.25,8.55,8.55,4.0,0,KILIÇ İBO,3,58.0,0.0,58.0,4,k,a,106.25,2024-11-02,2024-11-02,2024-11-02|Ankara|3,True,KILIÇ İBO,
02/11/2024,Ankara,2,3,5,0,RÜZGAR BARIŞ(2) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y k a,"61,5",A.ÇELİK,EMİNE ALTIN,Ö.ALTIN,1.46.68,4.95,4.95,5.0,0,RÜZGAR BARIŞ,2,61.0,0.0,61.0,4,k,a,106.68,2024-11-02,2024-11-02,2024-11-02|Ankara|3,True,RÜZGAR BARIŞ,
02/11/2024,Ankara,2,3,6,0,KIZIL GEZEGEN(6) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,4y k a,58,Ö.YILDIRIM,MUHANNAD DARAVSHA,FER.ALTIN,1.51.10,7.95,7.95,6.0,0,KIZIL GEZEGEN,6,58.0,0.0,58.0,4,k,a,111.1,2024-11-02,2024-11-02,2024-11-02|Ankara|3,True,KIZIL GEZEGEN,
02/11/2024,Ankara,2,4,1,1,DIPLINER(1) K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y d d,61,G.KOCAKAYA,SEMRA ERKUŞ,S.SÜSLÜ,1.57.97,3.05,3.05,1.0,1,DIPLINER,1,61.0,0.0,61.0,3,d,d,117.97,2024-11-02,2024-11-02,2024-11-02|Ankara|4,True,DIPLINER,
02/11/2024,Ankara,2,4,2,0,GÜR FIRTINASI(2) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y k d,61,A.ÇELİK,CİHAT GÜROĞLU,AR.KILIÇ,1.58.24,3.15,3.15,2.0,0,GÜR FIRTINASI,2,61.0,0.0,61.0,3,k,d,118.24,2024-11-02,2024-11-02,2024-11-02|Ankara|4,True,GÜR FIRTINASI,
02/11/2024,Ankara,2,4,3,0,CLOUDED HILL(4) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder. SGKR Ring mahalinden starta Kadar göz koruyucu ile gideceğini ifade eder.,3y a d,58,O.ÖZTÜRK,ARMAĞAN TURHAN,G.TAŞDELEN,1.58.45,9.8,9.8,3.0,0,CLOUDED HILL,4,58.0,0.0,58.0,3,a,d,118.45,2024-11-02,2024-11-02,2024-11-02|Ankara|4,True,CLOUDED HILL,
02/11/2024,Ankara,2,4,4,0,MY GOLDEN QUEEN(5) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a d,58,U.TEMUR,HASAN AKBULUT,M.Y.AKKEYİK,2.00.24,48.8,48.8,4.0,0,MY GOLDEN QUEEN,5,58.0,0.0,58.0,3,a,d,120.24,2024-11-02,2024-11-02,2024-11-02|Ankara|4,True,MY GOLDEN QUEEN,
02/11/2024,Ankara,2,4,5,0,BLOOM DANCER(3) K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y d d,58,M.BAYIR,HÜSEYİN NERGİZ,N.DÜNDAR,2.00.46,2.85,2.85,5.0,0,BLOOM DANCER,3,58.0,0.0,58.0,3,d,d,120.46,2024-11-02,2024-11-02,2024-11-02|Ankara|4,True,BLOOM DANCER,
02/11/2024,Ankara,2,4,6,0,CISTERNA BASILICA(6) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y d d,52 +2.00 Fazla Kilo,F.S.M.SANSAR AP Apranti,ERHAN DIBLEN,E.DIBLEN,2.02.42,14.65,14.65,6.0,0,CISTERNA BASILICA,6,52.0,2.0,54.0,3,d,d,122.42,2024-11-02,2024-11-02,2024-11-02|Ankara|4,True,CISTERNA BASILICA,
02/11/2024,Ankara,2,5,1,1,DIRAXTER(1) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,3y k e,59,İSM.YILDIRIM AP Apranti,EMİN ÇELİK,M.DEMİROL,1.34.22,2.45,2.45,1.0,1,DIRAXTER,1,59.0,0.0,59.0,3,k,e,94.22,2024-11-02,2024-11-02,2024-11-02|Ankara|5,True,DIRAXTER,
02/11/2024,Ankara,2,5,2,0,AKBELHAN(2) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,57,A.KURŞUN,İBRAHİM YALÇIN,B.TANRIKULU,1.34.26,2.3,2.3,2.0,0,AKBELHAN,2,57.0,0.0,57.0,3,a,e,94.26,2024-11-02,2024-11-02,2024-11-02|Ankara|5,True,AKBELHAN,
02/11/2024,Ankara,2,5,3,0,TERZİOĞLU(7) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,53,R.KETME AP Apranti,ERHAN KAVÇİN,T.YILMAZ,1.34.87,9.95,9.95,3.0,0,TERZİOĞLU,7,53.0,0.0,53.0,3,a,e,94.87,2024-11-02,2024-11-02,2024-11-02|Ankara|5,True,TERZİOĞLU,
02/11/2024,Ankara,2,5,4,0,PUSAT BEYİ(5) KG Kapalı gözlük takılacağını ifade eder.,3y a e,57 +0.10 Fazla Kilo,S.BOYRAZ,MEHMET GÜNEŞ,Ü.ARSLAN,1.34.91,9.95,9.95,4.0,0,PUSAT BEYİ,5,57.0,0.1,57.1,3,a,e,94.91,2024-11-02,2024-11-02,2024-11-02|Ankara|5,True,PUSAT BEYİ,
02/11/2024,Ankara,2,5,5,0,ÖZÜMBEK(4) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k e,57,M.G.ARSLAN,İZZETTİN YILDIZ,H.TURAN,1.36.51,20.4,20.4,5.0,0,ÖZÜMBEK,4,57.0,0.0,57.0,3,k,e,96.51,2024-11-02,2024-11-02,2024-11-02|Ankara|5,True,ÖZÜMBEK,
02/11/2024,Ankara,2,5,6,0,YAMAN GÜZELİ(10) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y a d,52 +1.90 Fazla Kilo,F.S.M.SANSAR AP Apranti,İSMET POLAT,AYC.POLAT,1.37.49,30.5,30.5,6.0,0,YAMAN GÜZELİ,10,52.0,1.9,53.9,3,a,d,97.49,2024-11-02,2024-11-02,2024-11-02|Ankara|5,True,YAMAN GÜZELİ,
02/11/2024,Ankara,2,5,7,0,ALŞİRİN KIZI(8) KG Kapalı gözlük takılacağını ifade eder.,3y a d,55 +0.30 Fazla Kilo,O.AÇAR AP Apranti,MEHMET CAMUZ,C.KATI,1.49.48,86.5,86.5,7.0,0,ALŞİRİN KIZI,8,55.0,0.3,55.3,3,a,d,109.48,2024-11-02,2024-11-02,2024-11-02|Ankara|5,True,ALŞİRİN KIZI,
02/11/2024,Ankara,2,5,8,0,RABAT(6) K Kulaklık takılacağını ifade eder.,3y a e,57,H.POLAT,CEMAL TURAN,H.TURAN,Derecesiz,19.8,19.8,8.0,0,RABAT,6,57.0,0.0,57.0,3,a,e,,2024-11-02,2024-11-02,2024-11-02|Ankara|5,True,RABAT,
02/11/2024,Ankara,2,5,,0,BABA ŞADİ(3) (Koşmaz),3y a e,57,E.ŞİMŞEK AP Apranti,AİT ÇELİK,A.E.BAŞ,Koşmaz,,,,0,BABA ŞADİ,3,57.0,0.0,57.0,3,a,e,,2024-11-02,2024-11-02,2024-11-02|Ankara|5,True,BABA ŞADİ,
02/11/2024,Ankara,2,5,,0,FERAYIM(9) KG Kapalı gözlük takılacağını ifade eder. (Koşmaz),3y a d,55,SAL.ÇELİK AP Apranti,KEMAL ALTIN,A.E.BAŞ,Koşmaz,,,,0,FERAYIM,9,55.0,0.0,55.0,3,a,d,,2024-11-02,2024-11-02,2024-11-02|Ankara|5,True,FERAYIM,
02/11/2024,Ankara,2,6,1,1,HULEGU KHAN(2) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,2y d e,55 +1.50 Fazla Kilo,Ö.YILDIRIM,EMİNE ERTEN,B.TANRIKULU,1.22.17,3.5,3.5,1.0,1,HULEGU KHAN,2,55.0,1.5,56.5,2,d,e,82.17,2024-11-02,2024-11-02,2024-11-02|Ankara|6,True,HULEGU KHAN,
02/11/2024,Ankara,2,6,2,0,TEK OZANIM(4) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,53 +0.20 Fazla Kilo,M.BAYIR,SIDDIKA Y. DEMİRCİ,Ö.ALAÇAM,1.22.23,24.85,24.85,2.0,0,TEK OZANIM,4,53.0,0.2,53.2,2,d,e,82.23,2024-11-02,2024-11-02,2024-11-02|Ankara|6,True,TEK OZANIM,
02/11/2024,Ankara,2,6,3,0,TRUELY(6) K Kulaklık takılacağını ifade eder.,2y a d,53 +1.50 Fazla Kilo,MÜS.ÇELİK,MURAT CEVHERİBUCAK,E.KARATAŞ,1.22.27,6.8,6.8,3.0,0,TRUELY,6,53.0,1.5,54.5,2,a,d,82.27,2024-11-02,2024-11-02,2024-11-02|Ankara|6,True,TRUELY,
02/11/2024,Ankara,2,6,4,0,TROUBLE BOY(5) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,53 +1.90 Fazla Kilo,V.ABİŞ,ERKAN BAL,B.TURGUL,1.24.41,5.45,5.45,4.0,0,TROUBLE BOY,5,53.0,1.9,54.9,2,d,e,84.41,2024-11-02,2024-11-02,2024-11-02|Ankara|6,True,TROUBLE BOY,
02/11/2024,Ankara,2,6,5,0,BERHUDAR(3) SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d e,54 +2.00 Fazla Kilo,A.KURŞUN,MELİH KAHRAMAN,KAD.BALTACI,1.25.47,2.0,2.0,5.0,0,BERHUDAR,3,54.0,2.0,56.0,2,d,e,85.47,2024-11-02,2024-11-02,2024-11-02|Ankara|6,True,BERHUDAR,
02/11/2024,Ankara,2,6,6,0,WARRIOR QUEEN(7) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,51 +0.40 Fazla Kilo,R.KETME AP Apranti,SELİM KAYA,V.KARAKUŞ,Derecesiz,27.5,27.5,6.0,0,WARRIOR QUEEN,7,51.0,0.4,51.4,2,d,d,,2024-11-02,2024-11-02,2024-11-02|Ankara|6,True,WARRIOR QUEEN,
02/11/2024,Ankara,2,6,,0,SYRİNX(1) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. (Koşmaz),2y d d,55 +1.50 Fazla Kilo,A.ÇELİK,ÇAĞRI SEL,A.E.BAŞ,Koşmaz,,,,0,SYRİNX,1,55.0,1.5,56.5,2,d,d,,2024-11-02,2024-11-02,2024-11-02|Ankara|6,True,SYRİNX,
02/11/2024,Ankara,2,7,1,1,DRAGON FLAME(6) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,"56,5",A.SÖZEN,EMRAH AGUN,İB.B.OĞULLARI,2.28.54,1.8,1.8,1.0,1,DRAGON FLAME,6,56.0,0.0,56.0,3,d,e,148.54,2024-11-02,2024-11-02,2024-11-02|Ankara|7,True,DRAGON FLAME,
02/11/2024,Ankara,2,7,2,0,RIDE THE LIGHTNING(8) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,"56,5",Ö.YILDIRIM,MUSTAFA YILMAZ,V.KARAKUŞ,2.28.88,33.4,33.4,2.0,0,RIDE THE LIGHTNING,8,56.0,0.0,56.0,3,d,e,148.88,2024-11-02,2024-11-02,2024-11-02|Ankara|7,True,RIDE THE LIGHTNING,
02/11/2024,Ankara,2,7,3,0,TOR GOLD(9) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,"56,5",M.S.ÇELİK,HULUSİ ÇİL,Y.DEMİR,2.28.89,37.1,37.1,3.0,0,TOR GOLD,9,56.0,0.0,56.0,3,d,e,148.89,2024-11-02,2024-11-02,2024-11-02|Ankara|7,True,TOR GOLD,
