race_kod,no,at_kod,bot2,kamu,kazandi,irk
185208,1,74101,0.2960394809694773,0.2788545979243562,0,Ingiliz
185208,2,72975,0.06851401148442438,0.06425221150330787,1,Ingiliz
185208,3,51742,0.021842224118716568,0.02702079437251513,0,Ingiliz
185208,4,79137,0.1590177246699387,0.17649025185085832,0,Ingiliz
185208,5,72418,0.13304686615970746,0.14227275404303885,0,Ingiliz
185208,6,72645,0.04551871576356141,0.047263491173619686,0,Ingiliz
185208,7,78948,0.03500477277181549,0.03584249330647252,0,Ingiliz
185208,8,76592,0.045527369229931496,0.04774907498704729,0,Ingiliz
185208,9,79017,0.09906205460930811,0.07922005622851028,0,Ingiliz
185208,10,81784,0.0964267802231191,0.10103427461027398,0,Ingiliz
185495,1,72520,0.09369490245235249,0.09373045884588618,0,Ingiliz
185495,2,72418,0.19180586282131487,0.1813745242602213,0,Ingiliz
185495,3,51742,0.01855354581503441,0.022932411113361317,0,Ingiliz
185495,4,72645,0.021592251058947673,0.025209094527142675,0,Ingiliz
185495,5,76602,0.10255855076838216,0.09904849906409251,0,Ingiliz
185495,6,77991,0.13363706179400087,0.1258183636760094,0,Ingiliz
185495,7,81784,0.22870109956305762,0.19951197668624343,0,Ingiliz
185495,8,77164,0.057883322399189106,0.06348108349107746,0,Ingiliz
185495,9,71279,0.019480469375756225,0.025958807375533535,0,Ingiliz
185495,10,72934,0.09944652841284579,0.11638198640030867,0,Ingiliz
185495,11,70816,0.019512634504217266,0.027931676736074083,0,Ingiliz
185495,12,77827,0.013133771034901664,0.01862111782404939,1,Ingiliz
185891,1,51742,0.010606720328004469,0.015029048932434015,0,Ingiliz
185891,2,72418,0.1149335607208271,0.11984370915949538,1,Ingiliz
185891,3,60021,0.46613099586330914,0.40887853713239597,0,Ingiliz
185891,4,85006,0.06521351319179883,0.07514524466217007,0,Ingiliz
185891,5,78262,0.038748366190835624,0.039833439147568664,0,Ingiliz
185891,6,77827,0.036454114606763455,0.051109817141549496,0,Ingiliz
185891,7,72645,0.0334650625175574,0.03777682136549311,0,Ingiliz
185891,8,81784,0.17130014771484806,0.17597304129748684,0,Ingiliz
185891,9,70255,0.011867685503883093,0.015906030048628676,0,Ingiliz
185891,10,71279,0.012237836922833943,0.01759730412974869,0,Ingiliz
185891,11,71945,0.039041996439338936,0.04290700698302921,0,Ingiliz
182294,1,77584,0.023452549538631132,0.023088945332106953,0,Ingiliz
182294,2,73045,0.1270232324606123,0.13219953654755043,0,Ingiliz
182294,3,72977,0.10940966744330574,0.12145160674693657,0,Ingiliz
182294,4,72545,0.01982832245400552,0.020078693050904834,0,Ingiliz
182294,5,79043,0.17268488678750912,0.15400564566879588,0,Ingiliz
182294,6,70793,0.04061036103908085,0.046249373467099696,0,Ingiliz
182294,7,74544,0.013432019265449284,0.014281594292421797,0,Ingiliz
182294,8,69003,0.08929657136504257,0.09893077900578279,0,Ingiliz
182294,9,51778,0.13339110686735056,0.12553401369641343,0,Ingiliz
182294,10,76702,0.05212210307470786,0.055123791992152026,0,Ingiliz
182294,11,74513,0.2149908014367033,0.20463763876538626,1,Ingiliz
182294,12,79348,0.00375837826760168,0.004418381434449334,0,Ingiliz
182490,1,74513,0.12411731005471024,0.11965930580932185,1,Ingiliz
182490,2,68710,0.054582815612492355,0.05797446986885749,0,Ingiliz
182490,3,76952,0.03775042032916494,0.041204995113402844,0,Ingiliz
182490,4,51778,0.10203579665300114,0.10760728939687217,0,Ingiliz
182490,5,60993,0.09873253982582565,0.10760728939687217,0,Ingiliz
182490,6,77502,0.27217360799435897,0.2578864349338833,0,Ingiliz
182490,7,73705,0.018368077898041416,0.021677410472703235,0,Ingiliz
182490,8,77386,0.012306138590534511,0.013875151415737693,0,Ingiliz
182490,9,55841,0.007456948966022894,0.010540812703428633,0,Ingiliz
182490,10,57454,0.26338772818045564,0.24929022043608717,0,Ingiliz
182490,11,77780,0.003960901383016889,0.005533634193919804,0,Ingiliz
182490,12,79348,0.005127714512375289,0.007142986258913674,0,Ingiliz
183553,1,77387,0.0926057584586218,0.0733363938744987,0,Ingiliz
183553,2,72706,0.05336442491732846,0.048890929249665795,0,Ingiliz
183553,3,60993,0.013524799527560595,0.017309210976589755,0,Ingiliz
183553,4,74513,0.18490288446282022,0.16202226553668317,0,Ingiliz
183553,5,73969,0.05221841994446963,0.05805797848397813,0,Ingiliz
183553,6,51778,0.11243151642623399,0.12553076428968246,0,Ingiliz
