kayit_ts,tarih,pist,race_kod,kosu_no,saat,irk,at_kod,no,at_ad,bot1,bot2,kamu,oran,agf1,canli,model_rank,secim,sonuc,kazandi,ganyan_kapanis,sonuclandi
2026-07-03 14:25,2026-07-03,BURSA,225948,3,14:30,Ingiliz,107791,2,BLIZZARD,0.0797,0.059,0.0568,13.0,13.44,0,5,0,2.0,0.0,7.95,2026-07-04
2026-07-03 14:25,2026-07-03,BURSA,225948,3,14:30,Ingiliz,108160,3,ORGANIZATION,0.0879,0.5046,0.5469,1.35,53.0,0,1,0,8.0,0.0,1.35,2026-07-04
2026-07-03 14:25,2026-07-03,BURSA,225948,3,14:30,Ingiliz,108083,4,JAPONCAN,0.2227,0.1474,0.1163,6.35,9.82,1,2,0,9.0,0.0,7.7,2026-07-04
2026-07-03 14:25,2026-07-03,BURSA,225948,3,14:30,Ingiliz,109969,5,STAR OF NİĞDE,0.3328,0.0889,0.0613,12.05,7.7,1,3,0,4.0,0.0,9.2,2026-07-04
2026-07-03 14:25,2026-07-03,BURSA,225948,3,14:30,Ingiliz,110874,6,BAY CAVALLO,0.0224,0.0519,0.0684,10.8,4.76,0,6,0,5.0,0.0,15.35,2026-07-04
2026-07-03 14:25,2026-07-03,BURSA,225948,3,14:30,Ingiliz,110161,7,ERİKDALI,0.0284,0.0277,0.033,22.4,2.17,0,8,0,6.0,0.0,28.65,2026-07-04
2026-07-03 14:25,2026-07-03,BURSA,225948,3,14:30,Ingiliz,109498,8,VERONA SPRING,0.0132,0.0156,0.0216,34.2,0.61,0,9,0,7.0,0.0,48.25,2026-07-04
2026-07-03 14:25,2026-07-03,BURSA,225948,3,14:30,Ingiliz,112700,9,SOSAN,0.0245,0.0295,0.0366,20.2,2.72,0,7,0,3.0,0.0,23.25,2026-07-04
2026-07-03 14:55,2026-07-03,BURSA,225947,4,15:00,Ingiliz,111011,1,GHOST COMMANDER,0.2036,0.3574,0.3482,2.15,34.48,0,1,0,2.0,0.0,2.05,2026-07-04
2026-07-03 14:55,2026-07-03,BURSA,225947,4,15:00,Ingiliz,107993,2,LORD OF DRAGON,0.1395,0.2156,0.2235,3.35,27.42,0,2,0,1.0,1.0,2.1,2026-07-04
2026-07-03 14:55,2026-07-03,BURSA,225947,4,15:00,Ingiliz,109695,3,MR FIX,0.1034,0.1251,0.1349,5.55,9.3,0,3,0,3.0,0.0,7.05,2026-07-04
2026-07-03 14:55,2026-07-03,BURSA,225947,4,15:00,Ingiliz,109512,5,CALLATIS,0.2195,0.1107,0.0979,7.65,0.85,1,4,0,4.0,0.0,17.35,2026-07-04
2026-07-03 14:55,2026-07-03,BURSA,225947,4,15:00,Ingiliz,109661,6,KHAN OF THE FOREST,0.025,0.0306,0.043,17.4,0.57,0,7,0,7.0,0.0,33.45,2026-07-04
2026-07-03 14:55,2026-07-03,BURSA,225947,4,15:00,Ingiliz,110813,7,ZAMBUCCA,0.2054,0.0912,0.0809,9.25,4.68,1,5,0,5.0,0.0,11.6,2026-07-04
2026-07-03 14:55,2026-07-03,BURSA,225947,4,15:00,Ingiliz,109882,8,REALISTIC GIRL,0.1037,0.0692,0.0716,10.45,5.45,0,6,0,6.0,0.0,13.95,2026-07-04
2026-07-03 16:56,2026-07-03,BURSA,225945,8,17:00,Ingiliz,115972,1,DUM SPIRO SPERO,0.544,0.5326,0.4847,1.05,,0,1,0,3.0,0.0,1.05,2026-07-04
2026-07-03 16:56,2026-07-03,BURSA,225945,8,17:00,Ingiliz,113597,2,MY LITTLE BOY,0.2408,0.4389,0.4847,1.05,,0,2,0,1.0,1.0,1.05,2026-07-04
2026-07-03 16:56,2026-07-03,BURSA,225945,8,17:00,Ingiliz,115663,3,GREENLIFE,0.1191,0.0199,0.0214,23.8,,1,3,0,4.0,0.0,10.25,2026-07-04
2026-07-03 16:56,2026-07-03,BURSA,225945,8,17:00,Ingiliz,113305,5,HOLD ON TO LIFE,0.0962,0.0086,0.0092,55.25,,0,4,0,2.0,0.0,29.8,2026-07-04
2026-07-03 17:40,2026-07-03,ISTANBUL,225933,2,17:45,Ingiliz,113612,1,BLACK SOVERIGN,0.1278,0.1297,0.1346,5.55,15.97,0,5,0,5.0,0.0,3.8,2026-07-04
2026-07-03 17:40,2026-07-03,ISTANBUL,225933,2,17:45,Ingiliz,116126,2,LAS WEGAS,0.0362,0.0132,0.0162,46.1,1.3,0,7,0,6.0,0.0,56.35,2026-07-04
2026-07-03 17:40,2026-07-03,ISTANBUL,225933,2,17:45,Ingiliz,113573,3,MY ZEKO,0.2223,0.19,0.1757,4.25,28.2,0,2,0,4.0,0.0,2.95,2026-07-04
2026-07-03 17:40,2026-07-03,ISTANBUL,225933,2,17:45,Ingiliz,115851,4,RED VICTORY,0.1707,0.1624,0.1589,4.7,20.8,0,3,0,2.0,0.0,3.6,2026-07-04
2026-07-03 17:40,2026-07-03,ISTANBUL,225933,2,17:45,Ingiliz,115327,6,BATTERINI,0.0555,0.0307,0.0356,20.95,1.26,0,6,0,7.0,0.0,32.6,2026-07-04
2026-07-03 17:40,2026-07-03,ISTANBUL,225933,2,17:45,Ingiliz,114202,7,SECRET OF DRAGON,0.1437,0.3175,0.3394,2.2,13.52,0,1,0,1.0,1.0,5.0,2026-07-04
2026-07-03 17:40,2026-07-03,ISTANBUL,225933,2,17:45,Ingiliz,113531,8,SHIMMER,0.2438,0.1565,0.1396,5.35,18.88,1,4,0,3.0,0.0,4.65,2026-07-04
2026-07-03 18:25,2026-07-03,ISTANBUL,225938,3,18:30,Ingiliz,108258,1,NART THE WOLF,0.2008,0.3344,0.332,2.25,32.42,0,1,0,2.0,0.0,2.05,2026-07-04
2026-07-03 18:25,2026-07-03,ISTANBUL,225938,3,18:30,Ingiliz,109194,2,CLEMENZA,0.1524,0.1355,0.1358,5.5,19.67,0,4,0,6.0,0.0,4.05,2026-07-04
2026-07-03 18:25,2026-07-03,ISTANBUL,225938,3,18:30,Ingiliz,110737,3,NOBLE STRENGTH,0.084,0.1364,0.1589,4.7,11.44,0,3,0,4.0,0.0,6.85,2026-07-04
2026-07-03 18:25,2026-07-03,ISTANBUL,225938,3,18:30,Ingiliz,109840,4,ORMELLO,0.1089,0.0539,0.0553,13.5,6.05,1,6,0,3.0,0.0,12.3,2026-07-04
2026-07-03 18:25,2026-07-03,ISTANBUL,225938,3,18:30,Ingiliz,108059,5,DEJAME,0.3517,0.2491,0.2104,3.55,20.58,1,2,0,1.0,1.0,3.85,2026-07-04
2026-07-03 18:25,2026-07-03,ISTANBUL,225938,3,18:30,Ingiliz,108542,6,MAGICAL FLOWER,0.0767,0.0734,0.0839,8.9,9.23,0,5,0,5.0,0.0,9.9,2026-07-04
2026-07-03 18:25,2026-07-03,ISTANBUL,225938,3,18:30,Ingiliz,109104,7,PINK FLOWER,0.0255,0.0172,0.0237,31.55,0.6,0,7,0,7.0,0.0,55.85,2026-07-04
2026-07-03 19:25,2026-07-03,ISTANBUL,225934,5,19:30,Ingiliz,114154,1,BENG SALLY,0.0516,0.0462,0.06,12.3,2.67,0,4,0,4.0,0.0,12.9,2026-07-04
2026-07-03 19:25,2026-07-03,ISTANBUL,225934,5,19:30,Ingiliz,113844,2,FLOKI,0.1019,0.0892,0.1018,7.25,8.59,0,3,0,3.0,0.0,8.45,2026-07-04
2026-07-03 19:25,2026-07-03,ISTANBUL,225934,5,19:30,Ingiliz,113909,3,GOLDEN CHAMPION,0.0754,0.0402,0.047,15.7,4.23,0,5,0,5.0,0.0,15.9,2026-07-04
2026-07-03 19:25,2026-07-03,ISTANBUL,225934,5,19:30,Ingiliz,115863,4,INDIANA JONES,0.0331,0.0204,0.0281,26.25,1.36,0,8,0,8.0,0.0,26.8,2026-07-04
2026-07-03 19:25,2026-07-03,ISTANBUL,225934,5,19:30,Ingiliz,115086,5,ELITE TOUCH,0.4462,0.5722,0.509,1.45,53.6,0,1,0,2.0,0.0,1.6,2026-07-04
2026-07-03 19:25,2026-07-03,ISTANBUL,225934,5,19:30,Ingiliz,113421,6,MAJESTUOSA,0.1601,0.1713,0.1823,4.05,25.78,0,2,0,1.0,1.0,3.35,2026-07-04
2026-07-03 19:25,2026-07-03,ISTANBUL,225934,5,19:30,Ingiliz,115848,7,PASSACAGLIA,0.0577,0.0307,0.0377,19.6,2.12,0,6,0,7.0,0.0,15.6,2026-07-04
2026-07-03 19:25,2026-07-03,ISTANBUL,225934,5,19:30,Ingiliz,115748,8,WISH YOU WERE HERE,0.0739,0.0296,0.0341,21.65,1.67,0,7,0,6.0,0.0,17.85,2026-07-04
2026-07-03 20:25,2026-07-03,ISTANBUL,225940,7,20:30,Ingiliz,105816,1,NOBLE PRINCESS,0.1954,0.132,0.1277,5.8,,1,4,0,6.0,0.0,6.45,2026-07-04
2026-07-03 20:25,2026-07-03,ISTANBUL,225940,7,20:30,Ingiliz,104897,2,PEHLİVAN YILDIZI,0.1562,0.0879,0.0876,8.45,,1,5,0,4.0,0.0,9.75,2026-07-04
2026-07-03 20:25,2026-07-03,ISTANBUL,225940,7,20:30,Ingiliz,80105,3,LADY SEPHORA,0.1754,0.1492,0.1496,4.95,,0,2,0,3.0,0.0,5.1,2026-07-04
2026-07-03 20:25,2026-07-03,ISTANBUL,225940,7,20:30,Ingiliz,98567,4,DAYWATCH,0.0222,0.033,0.0504,14.7,,0,6,0,5.0,0.0,23.0,2026-07-04
2026-07-03 20:25,2026-07-03,ISTANBUL,225940,7,20:30,Ingiliz,98471,5,NYMPHADORA TONKS,0.2607,0.459,0.4488,1.65,,0,1,0,1.0,1.0,1.45,2026-07-04
2026-07-03 20:25,2026-07-03,ISTANBUL,225940,7,20:30,Ingiliz,106737,6,OHRID INCISI,0.19,0.139,0.1359,5.45,,0,3,0,2.0,0.0,6.7,2026-07-04
2026-07-03 20:55,2026-07-03,ISTANBUL,225941,8,21:00,Ingiliz,108471,1,ŞAFAKATEŞ,0.3613,0.248,0.2123,3.5,,1,2,0,3.0,0.0,4.05,2026-07-04
2026-07-03 20:55,2026-07-03,ISTANBUL,225941,8,21:00,Ingiliz,101566,2,ACAR TAY,0.0809,0.0862,0.1004,7.4,,0,5,0,5.0,0.0,9.6,2026-07-04
2026-07-03 20:55,2026-07-03,ISTANBUL,225941,8,21:00,Ingiliz,110144,3,MİR EMRE,0.3114,0.4045,0.3714,2.0,,0,1,0,1.0,1.0,1.45,2026-07-04
2026-07-03 20:55,2026-07-03,ISTANBUL,225941,8,21:00,Ingiliz,109577,4,LION ICARDI,0.1227,0.1067,0.1134,6.55,,0,3,0,2.0,0.0,7.6,2026-07-04
2026-07-03 20:55,2026-07-03,ISTANBUL,225941,8,21:00,Ingiliz,101553,5,SENKRON,0.0837,0.0967,0.1126,6.6,,0,4,0,4.0,0.0,10.05,2026-07-04
2026-07-03 20:55,2026-07-03,ISTANBUL,225941,8,21:00,Ingiliz,104561,6,ÖZGÜR ABİ,0.03,0.0374,0.0529,14.05,,0,6,0,6.0,0.0,23.15,2026-07-04
2026-07-03 20:55,2026-07-03,ISTANBUL,225941,8,21:00,Ingiliz,102806,7,SUN GODDESS,0.0098,0.0205,0.0371,20.05,,0,7,0,7.0,0.0,34.0,2026-07-04
2026-07-04 13:25,2026-07-04,ANKARA,225968,1,13:30,Ingiliz,109667,1,LORD VİDAR,0.1415,0.1034,0.1092,6.8,5.76,0,2,0,4.0,0.0,7.8,2026-07-04
2026-07-04 13:25,2026-07-04,ANKARA,225968,1,13:30,Ingiliz,109772,2,KING LUTHER,0.3566,0.63,0.5938,1.25,56.37,0,1,0,1.0,1.0,1.3,2026-07-04
2026-07-04 13:25,2026-07-04,ANKARA,225968,1,13:30,Ingiliz,108058,3,GÜNEYİM,0.0845,0.0656,0.0765,9.7,5.3,0,5,0,7.0,0.0,10.4,2026-07-04
2026-07-04 13:25,2026-07-04,ANKARA,225968,1,13:30,Ingiliz,109479,4,SECRET STORM,0.2236,0.0855,0.0794,9.35,13.58,1,3,0,3.0,0.0,5.95,2026-07-04
2026-07-04 13:25,2026-07-04,ANKARA,225968,1,13:30,Ingiliz,109727,6,LALOCURA,0.1478,0.0669,0.0678,10.95,6.86,1,4,0,2.0,0.0,12.25,2026-07-04
2026-07-04 13:25,2026-07-04,ANKARA,225968,1,13:30,Ingiliz,111514,7,GİZLİ KAHRAMAN,0.0188,0.0183,0.0286,25.95,0.94,0,7,0,6.0,0.0,31.05,2026-07-04
2026-07-04 13:25,2026-07-04,ANKARA,225968,1,13:30,Ingiliz,109214,8,MY STERY,0.0272,0.0303,0.0447,16.6,1.97,0,6,0,5.0,0.0,18.3,2026-07-04
2026-07-04 13:55,2026-07-04,ANKARA,225970,2,14:00,Ingiliz,105740,1,SUNDANCE,0.1757,0.1391,0.1214,6.15,12.63,0,2,0,8.0,0.0,8.4,2026-07-04
2026-07-04 13:55,2026-07-04,ANKARA,225970,2,14:00,Ingiliz,98429,2,DEMEDİ DEME,0.1303,0.1257,0.1176,6.35,9.84,0,3,0,6.0,0.0,7.05,2026-07-04
2026-07-04 13:55,2026-07-04,ANKARA,225970,2,14:00,Ingiliz,105309,3,AGE OF DISCOVERY,0.0324,0.0865,0.1123,6.65,7.68,0,8,0,3.0,0.0,11.8,2026-07-04
2026-07-04 13:55,2026-07-04,ANKARA,225970,2,14:00,Ingiliz,104396,4,ZELUCCİ,0.1831,0.1204,0.103,7.25,16.24,1,4,0,7.0,0.0,4.65,2026-07-04
2026-07-04 13:55,2026-07-04,ANKARA,225970,2,14:00,Ingiliz,100964,5,KING MALKOÇ,0.1732,0.1071,0.0922,8.1,21.33,1,6,0,1.0,1.0,2.75,2026-07-04
2026-07-04 13:55,2026-07-04,ANKARA,225970,2,14:00,Ingiliz,98901,6,MY JUILETTE,0.1081,0.098,0.0945,7.9,3.76,0,7,0,9.0,0.0,26.5,2026-07-04
2026-07-04 13:55,2026-07-04,ANKARA,225970,2,14:00,Ingiliz,106597,7,AFTER YOU,0.0818,0.1094,0.114,6.55,4.66,0,5,0,4.0,0.0,22.0,2026-07-04
2026-07-04 13:55,2026-07-04,ANKARA,225970,2,14:00,Ingiliz,103264,8,MAJESTIC HOLIDAY,0.0566,0.0512,0.0557,13.4,11.99,0,9,0,2.0,0.0,5.5,2026-07-04
2026-07-04 13:55,2026-07-04,ANKARA,225970,2,14:00,Ingiliz,102714,9,FEMALE EAGLE,0.0588,0.1625,0.1891,3.95,11.87,0,1,0,5.0,0.0,6.65,2026-07-04
2026-07-04 14:26,2026-07-04,ANKARA,225967,3,14:30,Ingiliz,110390,1,MIDNIGHT MIRAGE,0.0694,0.0628,0.075,9.9,6.15,0,5,0,7.0,0.0,5.95,2026-07-04
2026-07-04 14:26,2026-07-04,ANKARA,225967,3,14:30,Ingiliz,110771,2,TARCAN BABA,0.0443,0.0339,0.0435,17.05,2.18,0,6,0,5.0,0.0,15.7,2026-07-04
2026-07-04 14:26,2026-07-04,ANKARA,225967,3,14:30,Ingiliz,109500,3,BORN TO TRUST,0.2706,0.1816,0.165,4.5,43.79,1,2,0,2.0,0.0,2.35,2026-07-04
2026-07-04 14:26,2026-07-04,ANKARA,225967,3,14:30,Ingiliz,110340,4,SIEGREICH,0.0348,0.0814,0.1178,6.3,0.87,0,4,0,4.0,0.0,34.2,2026-07-04
2026-07-04 14:26,2026-07-04,ANKARA,225967,3,14:30,Ingiliz,112555,5,AKIN BEYLİ,0.0536,0.0999,0.1314,5.65,0.8,0,3,0,3.0,0.0,31.0,2026-07-04
2026-07-04 14:26,2026-07-04,ANKARA,225967,3,14:30,Ingiliz,109961,6,KARAMAÇABEY,0.08,0.0164,0.0172,43.05,3.59,0,7,0,6.0,0.0,11.3,2026-07-04
2026-07-04 14:26,2026-07-04,ANKARA,225967,3,14:30,Ingiliz,109987,7,RITE OF SPRING,0.4473,0.5239,0.45,1.65,42.62,0,1,0,1.0,1.0,1.85,2026-07-04
2026-07-04 16:55,2026-07-04,ANKARA,225963,8,17:00,Ingiliz,113741,1,AL YELE,0.0676,0.1763,0.2102,3.55,,0,3,0,1.0,1.0,2.8,2026-07-04
2026-07-04 16:55,2026-07-04,ANKARA,225963,8,17:00,Ingiliz,115425,2,ANSHBA SKY,0.0581,0.0515,0.0588,12.7,,0,5,0,2.0,0.0,9.55,2026-07-04
2026-07-04 16:55,2026-07-04,ANKARA,225963,8,17:00,Ingiliz,113496,3,BLACK PIPELINE,0.0414,0.0316,0.0381,19.6,,0,8,0,9.0,0.0,27.85,2026-07-04
2026-07-04 16:55,2026-07-04,ANKARA,225963,8,17:00,Ingiliz,114788,4,BODA STAR,0.0487,0.0505,0.0602,12.4,,0,6,0,,,3.95,2026-07-04
2026-07-04 16:55,2026-07-04,ANKARA,225963,8,17:00,Ingiliz,114108,5,DEFNE NELE,0.1093,0.0951,0.0963,7.75,,0,4,0,3.0,0.0,7.0,2026-07-04
2026-07-04 16:55,2026-07-04,ANKARA,225963,8,17:00,Ingiliz,112812,6,DİREN KAPORTACI,0.0561,0.0216,0.0235,31.8,,0,9,0,7.0,0.0,36.55,2026-07-04
